,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.34,0.2,0.58,1.0,0.52
ingex.csv,0.75,0.33,1.0,0.45,0.47
jgnash.csv,0.44,1.0,0.0,0.38,0.5
openefm.csv,1.0,0.19,0.68,0.44,0.5
synecdoche.csv,0.49,0.16,0.4,0.24,1.0
