,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.45,0.69,0.65,0.68,0.65
ingex.csv,0.88,0.96,0.61,0.95,0.93
jgnash.csv,0.89,0.96,0.5,0.88,0.71
openefm.csv,0.66,0.45,0.56,0.88,0.85
synecdoche.csv,0.51,0.43,0.57,0.76,0.63
