,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.7,0.36,0.22,0.0,0.26
ingex.csv,0.03,0.12,0.0,0.18,0.19
jgnash.csv,0.07,0.0,0.04,0.08,0.28
openefm.csv,0.0,0.43,0.16,0.14,0.23
synecdoche.csv,0.39,0.63,0.42,0.44,0.0
