,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.21,0.07,0.13,0.44,0.69,0.62,0.14,0.37,0.38,0.39
ffigo.csv,0.27,0.4,0.23,0.46,0.42,0.11,0.0,0.82,0.4,0.1
ildjit.csv,0.12,0.0,0.59,0.14,0.29,0.21,0.0,0.38,0.34,0.35
proftp.csv,0.11,0.14,0.19,0.78,0.38,0.18,0.32,0.6,0.5,0.27
skia.csv,0.32,0.07,0.16,0.7,0.58,0.45,0.26,0.35,0.57,0.44
tencompetence.csv,0.0,0.0,0.1,0.1,0.25,0.41,0.12,0.16,0.21,0.8
theresa.csv,0.32,0.13,0.23,0.6,0.54,0.35,0.26,0.43,0.51,0.14
wxjs.csv,0.0,0.0,0.0,0.4,0.0,0.01,0.46,0.0,0.24,0.11
xstore.csv,0.19,0.09,0.19,0.44,0.71,0.47,0.21,0.75,0.47,0.42
