,f1,g,recall,precision,pf,wins
auber.csv,0.55,0.605,0.795,0.45,0.6,13
biodwh.csv,0.37,0.32,0.275,0.53,0.14500000000000002,6
bloodycore.csv,0.35,0.355,0.335,0.43000000000000005,0.16,5
blue-c.csv,0.51,0.595,0.71,0.44,0.435,14
etics.csv,0.4,0.44,0.4,0.6799999999999999,0.165,10
flexpay.csv,0.425,0.46499999999999997,0.55,0.4,0.605,1
flylegacy.csv,0.42,0.475,0.675,0.385,0.65,4
ftm.csv,0.45999999999999996,0.45499999999999996,0.41000000000000003,0.575,0.125,12
gzigzag.csv,0.485,0.5,0.46,0.575,0.255,11
img-browse-sort.csv,0.565,0.59,0.63,0.525,0.425,15
jcache.csv,0.49,0.55,0.8,0.41000000000000003,0.625,8
jguard.csv,0.33499999999999996,0.435,0.52,0.47,0.485,3
ppcboot.csv,0.54,0.19,0.97,0.375,0.955,0
qdvdauthor.csv,0.4,0.36,0.45999999999999996,0.41,0.37,2
reactos-mirror.csv,0.51,0.56,0.64,0.43000000000000005,0.44999999999999996,9
unbvision.csv,0.45499999999999996,0.49,0.45,0.48,0.275,7
