,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.63,0.96,0.89,0.94,0.98,0.71,0.78,0.99,1.0,1.14,0.8,0.62,1.0,1.0,0.3,0.93,0.99,1.0,0.93
co-ode-owl-plugins.csv,0.66,0.77,0.55,0.49,0.68,0.65,0.64,0.57,0.76,0.3,0.69,0.94,0.65,0.95,0.89,0.59,0.9,0.44,0.85
exl.csv,0.68,0.92,0.94,0.49,0.55,0.71,0.83,0.76,0.74,0.9,0.61,0.82,0.86,0.46,0.63,0.78,0.65,0.66,0.3
firebreath.csv,0.78,0.42,0.45,0.33,0.68,0.61,0.57,0.49,0.58,0.76,0.69,0.55,0.92,0.53,0.86,0.74,0.6,0.71,0.51
irplus.csv,0.85,0.55,0.93,0.4,0.55,0.54,0.63,0.67,0.57,0.86,0.69,0.57,0.8,0.36,0.92,0.56,0.56,0.74,0.61
jasperreports.csv,0.82,0.77,0.87,0.96,0.9,0.83,0.61,0.87,1.0,1.18,1.01,0.81,0.82,0.13,0.87,0.78,0.73,0.79,0.65
javaprofiler.csv,0.65,0.49,0.57,0.77,0.64,0.59,0.64,0.81,0.73,0.39,0.58,0.91,0.77,0.39,0.78,0.52,0.82,0.27,0.54
konversation.csv,0.85,0.59,0.69,0.33,0.58,0.5,0.61,0.5,0.79,0.59,0.86,0.8,0.47,0.41,0.89,0.56,0.72,0.75,0.56
lazarus-ccr.csv,0.27,0.72,1.0,1.0,0.94,0.8,0.73,0.78,0.75,0.47,0.87,0.64,0.67,0.95,0.76,0.88,0.91,0.91,1.05
linuxsh.csv,0.79,0.61,0.48,0.92,0.87,0.6,0.72,0.85,1.0,0.36,0.79,0.9,0.98,1.01,0.96,0.77,0.94,0.86,0.48
migen.csv,0.87,0.62,0.64,0.45,0.48,0.48,0.46,0.6,1.0,0.47,0.61,0.68,0.98,0.38,0.89,0.63,0.82,0.51,0.48
moviesandbox.csv,0.79,0.66,0.67,0.5,0.62,0.46,0.68,0.53,0.91,0.53,0.64,0.66,0.75,0.63,0.97,0.67,0.89,0.72,0.5
mvnforum.csv,1.0,0.85,0.8,0.86,0.82,0.91,0.72,0.77,0.92,0.54,0.6,0.78,0.55,1.05,0.77,0.94,0.98,0.91,0.92
nebuladevice.csv,0.82,1.01,1.0,0.93,0.83,0.8,0.8,0.86,0.77,0.49,0.91,0.75,0.97,0.72,0.7,0.92,0.37,0.71,0.68
ontomorphtab.csv,0.88,0.34,1.0,0.82,0.7,0.8,0.62,0.83,0.79,0.94,0.68,0.56,0.74,0.34,0.66,0.73,0.84,0.66,0.77
opengs.csv,0.83,0.77,0.66,0.38,0.44,0.56,0.72,0.64,0.86,0.83,0.37,0.61,0.76,0.64,0.67,0.7,0.71,0.61,0.29
scite-ru.csv,0.96,0.86,0.73,0.63,0.65,0.86,0.84,0.72,0.71,0.84,0.7,0.98,0.93,1.0,1.0,0.62,0.97,1.0,0.85
tokratan.csv,0.65,0.62,0.72,0.47,0.47,0.56,0.5,0.65,0.9,0.89,0.7,0.41,0.72,0.62,0.86,0.59,0.69,0.75,0.37
xuggle.csv,0.63,0.7,0.82,0.46,0.36,0.69,0.59,0.62,0.5,0.81,0.49,0.41,0.68,0.95,0.88,0.57,0.79,0.71,0.58
