,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,3.0,0.0,2.0,1.0,1.0,9.0,17.0,19.0,0.0,2.0,3.0,7.0,0.0,1.0,3.0,12.0
amygdala.csv,3.0,5.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0
cme.csv,0.0,456.0,79.0,96.0,67.0,77.0,74.0,58.0,81.0,72.0,0.0,66.0,77.0,0.0,2.0,0.0
dspace-gsoc.csv,1.0,17.0,1.0,4.0,3.0,7.0,0.0,8.0,1.0,6.0,0.0,4.0,0.0,1.0,1.0,30.0
hydrate.csv,4.0,3.0,2.0,22.0,0.0,7.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
ivef-sdk.csv,0.0,18.0,2.0,0.0,10.0,9.0,12.0,58.0,2.0,5.0,0.0,66.0,0.0,0.0,51.0,25.0
jmri.csv,0.0,1.0,7.0,0.0,3.0,2.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,20.0
kdenlive.csv,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
motu.csv,1.0,14.0,2.0,0.0,2.0,5.0,10.0,2.0,1.0,9.0,0.0,13.0,0.0,1.0,0.0,25.0
plplot.csv,0.0,0.0,7.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,12.0
projectfactory.csv,0.0,1.0,0.0,2.0,0.0,3.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0
runuomondains.csv,0.0,2.0,2.0,0.0,5.0,2.0,3.0,9.0,2.0,9.0,1.0,0.0,0.0,3.0,1.0,19.0
somap.csv,3.0,1.0,0.0,1.0,8.0,4.0,16.0,12.0,0.0,2.0,1.0,9.0,0.0,0.0,3.0,17.0
taverna.csv,3.0,2.0,0.0,1.0,8.0,4.0,5.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0
tigermud.csv,2.0,2.0,0.0,96.0,0.0,1.0,74.0,13.0,0.0,5.0,3.0,5.0,0.0,0.0,1.0,56.0
wishmaster.csv,0.0,18.0,3.0,0.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,13.0
