,f1,g,recall,precision,pf,wins
algebsql.csv,0.345,0.435,0.54,0.51,0.53,6
amygdala.csv,0.24,0.315,0.295,0.46499999999999997,0.35,2
cme.csv,0.0,0.0,0.0,0.0,0.0,0
dspace-gsoc.csv,0.47,0.515,0.655,0.485,0.505,12
hydrate.csv,0.48,0.46499999999999997,0.54,0.52,0.475,9
ivef-sdk.csv,0.30500000000000005,0.23,0.495,0.29,0.55,1
jmri.csv,0.355,0.375,0.36,0.585,0.235,8
kdenlive.csv,0.54,0.585,0.6499999999999999,0.485,0.475,15
motu.csv,0.54,0.53,0.765,0.48,0.56,14
plplot.csv,0.505,0.515,0.5700000000000001,0.515,0.45,13
projectfactory.csv,0.33999999999999997,0.305,0.27,0.525,0.27,4
runuomondains.csv,0.525,0.545,0.64,0.45,0.585,10
somap.csv,0.575,0.28500000000000003,0.9450000000000001,0.485,0.925,7
taverna.csv,0.42000000000000004,0.435,0.405,0.5449999999999999,0.2,11
tigermud.csv,0.295,0.29500000000000004,0.32,0.37,0.265,3
wishmaster.csv,0.29000000000000004,0.375,0.335,0.51,0.23,5
