,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.9,0.86,0.35,0.45,0.48,0.71,0.98,0.59,0.55,0.07,0.0,0.31,0.92,0.5,0.26,0.45,1.0,0.7
arsenal-1.csv,0.78,0.8,0.38,0.33,0.5,0.66,1.0,0.5,0.6,0.02,0.17,0.27,0.92,0.37,0.4,0.29,1.0,0.89
atomsite.csv,0.87,0.84,0.22,0.45,0.52,0.59,0.87,0.5,0.44,0.04,0.18,0.26,0.92,0.39,0.16,0.25,1.0,0.83
barracudamvc.csv,0.81,0.94,0.18,0.43,0.33,0.47,0.84,0.39,0.41,0.0,0.2,0.21,0.93,0.28,0.14,0.17,0.98,0.75
bionote.csv,0.98,0.88,1.0,0.4,0.27,0.57,1.0,0.43,0.6,0.04,0.43,0.31,0.89,0.53,0.44,0.26,1.0,0.65
bulmages.csv,0.0,0.78,0.18,0.14,0.5,1.0,1.0,0.46,0.44,0.06,0.25,0.33,0.86,0.29,0.0,0.25,1.0,0.76
fm-classic.csv,1.0,0.94,0.27,0.29,0.0,0.67,0.93,0.5,0.25,0.3,0.25,0.29,1.0,0.2,0.3,0.69,1.0,0.57
hazelcast.csv,0.88,0.83,0.43,0.42,0.36,0.56,1.0,0.47,0.42,0.05,0.22,0.25,0.94,0.42,0.17,0.29,1.0,0.73
jppf-project.csv,0.76,0.81,0.21,0.41,0.28,0.45,0.85,0.32,0.24,0.11,0.17,0.16,0.99,0.2,0.15,0.3,1.0,0.68
megasquirtavr.csv,0.82,0.83,0.5,0.41,0.3,0.47,0.84,0.3,0.41,0.02,0.2,0.22,0.93,0.3,0.12,0.26,0.97,0.76
mevenide.csv,0.94,0.82,0.36,0.38,0.43,0.25,1.0,0.33,0.0,0.06,0.0,0.5,0.95,0.4,0.33,0.56,1.0,0.71
mumble.csv,0.91,0.88,0.62,0.4,0.32,0.42,0.88,0.38,0.39,0.0,0.43,0.23,0.98,0.58,0.16,0.17,1.0,0.68
mycila.csv,0.79,0.84,0.6,0.51,0.3,0.48,0.89,0.17,0.41,0.03,0.44,0.18,0.93,0.21,0.13,0.15,0.98,0.76
opengs.csv,0.92,0.82,0.38,0.31,0.42,0.61,0.74,0.6,0.68,0.06,0.22,0.28,0.89,0.42,0.21,0.21,0.98,0.81
openintents.csv,0.77,0.82,0.37,0.62,0.3,0.47,0.93,0.4,0.4,0.04,0.16,0.13,0.93,0.13,0.14,0.27,0.98,0.67
tweetsharp.csv,1.0,0.87,0.18,0.46,0.37,0.5,0.78,0.41,0.42,0.09,0.2,0.26,0.75,0.37,0.1,0.16,0.98,0.89
xharbour.csv,0.98,0.83,0.29,0.4,0.37,0.47,0.9,0.49,0.41,0.06,0.19,0.21,0.89,0.29,0.2,0.27,0.98,0.77
