,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.5,0.65,0.63,0.72,0.56,0.82,0.31,0.45,0.72,0.69,1.03,0.56,0.69,0.41,0.46,0.7,0.71,0.78
arsenal-1.csv,0.8,1.03,0.85,0.86,0.78,0.44,0.91,0.96,0.94,0.99,0.83,0.82,0.74,0.74,0.75,0.64,0.88,0.81
atomsite.csv,0.55,0.95,0.99,0.85,0.43,0.52,0.72,0.71,0.78,0.94,0.88,0.59,0.88,0.53,0.74,0.94,0.26,0.61
barracudamvc.csv,0.96,0.35,0.89,0.88,0.98,0.91,1.0,1.0,1.0,1.02,0.89,1.0,0.7,1.0,0.98,0.98,1.0,0.93
bionote.csv,0.49,0.57,0.95,0.73,0.88,0.61,0.75,0.87,0.94,0.71,0.71,0.59,0.88,0.65,0.21,0.72,0.9,0.83
bulmages.csv,1.0,0.87,0.99,0.97,0.91,0.96,0.93,0.76,0.93,0.72,0.81,0.47,0.89,0.7,1.0,0.73,0.83,0.67
fm-classic.csv,0.99,0.85,0.7,0.86,1.0,0.85,0.77,0.87,0.98,0.1,0.81,0.91,0.85,0.96,0.64,0.62,0.95,0.93
hazelcast.csv,0.54,1.0,0.46,0.94,0.69,0.57,0.05,0.81,0.75,0.93,0.74,0.62,0.65,0.47,0.68,0.71,0.12,0.79
jppf-project.csv,0.89,0.85,0.88,0.82,0.79,0.97,0.75,0.84,0.91,0.37,0.8,0.86,0.29,0.86,0.67,0.66,0.83,0.81
megasquirtavr.csv,1.0,0.78,0.43,1.0,0.82,1.0,1.0,0.98,0.99,1.0,0.89,0.8,0.77,0.79,0.92,0.77,1.06,0.66
mevenide.csv,0.5,0.93,0.63,0.74,0.87,0.95,0.96,0.96,1.0,0.69,1.0,0.81,0.62,0.92,0.64,0.38,0.88,0.89
mumble.csv,0.43,0.6,0.6,0.92,0.71,0.78,0.63,0.88,0.75,1.13,0.44,0.68,0.58,0.27,0.64,0.85,0.64,0.79
mycila.csv,1.02,0.83,0.85,0.56,0.95,0.94,0.59,0.99,0.75,0.9,0.31,0.97,0.67,0.84,0.81,0.91,1.01,0.75
opengs.csv,0.44,0.85,0.71,0.85,0.55,0.51,1.05,0.52,0.34,0.69,0.66,0.57,0.92,0.48,0.52,0.77,1.02,0.57
openintents.csv,0.87,0.77,0.67,0.44,0.9,1.0,0.38,0.91,0.96,0.96,0.81,0.87,0.77,1.05,0.98,0.67,1.05,0.99
tweetsharp.csv,0.82,0.7,0.99,0.63,0.65,0.81,1.06,0.86,0.97,0.68,0.81,0.62,1.0,0.55,0.82,0.86,1.04,0.36
xharbour.csv,0.26,1.0,0.65,0.87,0.64,1.0,0.51,0.68,1.0,0.74,0.93,0.76,0.84,0.77,0.55,0.88,1.0,0.7
