,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.73,0.66,0.37,0.58,0.49,0.29,0.82,0.67,0.39,0.12,0.0,0.39,0.67,0.58,0.37,0.37,0.45,0.49
arsenal-1.csv,0.46,0.77,0.21,0.23,0.31,0.68,0.17,0.08,0.1,0.04,0.18,0.22,0.73,0.32,0.31,0.4,0.22,0.31
atomsite.csv,0.78,0.9,0.36,0.62,0.6,0.66,0.85,0.67,0.59,0.09,0.3,0.38,0.91,0.53,0.26,0.4,0.85,0.58
barracudamvc.csv,0.84,0.84,0.28,0.59,0.49,0.62,0.91,0.55,0.58,0.0,0.32,0.34,0.78,0.43,0.24,0.25,0.99,0.85
bionote.csv,0.68,0.75,0.1,0.45,0.18,0.52,0.41,0.21,0.1,0.08,0.35,0.38,0.68,0.43,0.58,0.31,0.19,0.42
bulmages.csv,0.0,0.6,0.3,0.07,0.15,0.07,0.14,0.34,0.13,0.11,0.22,0.46,0.4,0.38,0.0,0.35,0.29,0.62
fm-classic.csv,0.02,0.26,0.3,0.25,0.0,0.24,0.38,0.21,0.03,0.46,0.22,0.14,0.26,0.07,0.33,0.49,0.1,0.16
hazelcast.csv,0.76,0.88,0.5,0.58,0.48,0.62,0.97,0.64,0.52,0.09,0.36,0.36,0.88,0.55,0.28,0.43,0.94,0.72
jppf-project.csv,0.61,0.69,0.34,0.54,0.3,0.61,0.78,0.32,0.21,0.19,0.27,0.25,0.84,0.27,0.24,0.44,0.29,0.54
megasquirtavr.csv,0.9,0.73,0.55,0.58,0.42,0.64,0.9,0.37,0.58,0.04,0.32,0.34,0.89,0.45,0.2,0.38,0.77,0.68
mevenide.csv,0.68,0.79,0.38,0.41,0.21,0.11,0.07,0.08,0.0,0.11,0.0,0.28,0.6,0.13,0.35,0.6,0.22,0.2
mumble.csv,0.79,0.71,0.48,0.55,0.39,0.47,0.84,0.2,0.47,0.0,0.5,0.34,0.6,0.7,0.24,0.21,0.53,0.47
mycila.csv,0.8,0.81,0.24,0.62,0.43,0.65,0.69,0.15,0.51,0.06,0.57,0.3,0.84,0.29,0.22,0.21,0.93,0.8
opengs.csv,0.76,0.76,0.33,0.26,0.51,0.62,0.56,0.57,0.72,0.11,0.3,0.38,0.16,0.52,0.31,0.28,0.87,0.68
openintents.csv,0.64,0.52,0.36,0.64,0.43,0.64,0.84,0.55,0.56,0.08,0.24,0.18,0.88,0.19,0.24,0.36,0.81,0.67
tweetsharp.csv,0.31,0.52,0.3,0.51,0.48,0.65,0.7,0.55,0.59,0.14,0.31,0.34,0.22,0.48,0.15,0.21,0.83,0.82
xharbour.csv,0.85,0.88,0.44,0.54,0.47,0.64,0.78,0.63,0.58,0.11,0.31,0.33,0.58,0.43,0.33,0.42,0.99,0.78
