,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.32,0.45,0.21,0.7,0.26,0.06,0.1,0.39,0.17,0.19,0.26,0.3,0.5,0.26,0.27,0.12,0.0,0.47
arsenal-1.csv,0.42,1.0,0.07,0.24,0.11,0.32,0.0,0.03,0.03,0.74,0.24,0.14,0.62,0.18,0.06,0.53,0.0,0.07
atomsite.csv,0.47,0.95,0.99,0.85,0.33,0.45,0.7,0.71,0.77,0.94,0.86,0.49,0.88,0.51,0.73,0.94,0.0,0.27
barracudamvc.csv,0.95,0.25,0.82,0.88,0.98,0.9,1.0,1.0,1.0,0.22,0.88,1.0,0.62,1.0,0.98,0.85,1.0,0.93
bionote.csv,0.05,0.45,0.0,0.55,0.17,0.32,0.0,0.13,0.03,0.63,0.1,0.28,0.75,0.12,0.17,0.36,0.0,0.47
bulmages.csv,0.0,0.7,0.97,0.18,0.04,0.0,0.0,0.23,0.06,0.72,0.14,0.4,0.5,0.54,0.08,0.62,0.0,0.47
fm-classic.csv,0.0,0.05,0.26,0.36,0.07,0.06,0.1,0.1,0.04,0.1,0.14,0.06,0.0,0.06,0.13,0.06,0.0,0.2
hazelcast.csv,0.42,1.0,0.22,0.94,0.63,0.48,0.0,0.81,0.68,0.93,0.74,0.52,0.62,0.43,0.67,0.69,0.0,0.73
jppf-project.csv,0.74,0.75,0.86,0.79,0.39,0.97,0.7,0.48,0.42,0.37,0.69,0.71,0.12,0.62,0.56,0.64,0.0,0.6
megasquirtavr.csv,1.0,0.7,0.16,1.0,0.76,1.0,1.0,0.84,0.99,0.75,0.88,0.78,0.75,0.78,0.88,0.73,1.0,0.53
mevenide.csv,0.16,0.9,0.19,0.48,0.09,0.19,0.0,0.06,0.0,0.69,0.07,0.05,0.25,0.05,0.12,0.17,0.0,0.13
mumble.csv,0.32,0.45,0.07,0.91,0.5,0.61,0.6,0.16,0.62,0.53,0.19,0.59,0.12,0.25,0.4,0.44,0.0,0.47
mycila.csv,1.0,0.8,0.03,0.52,0.93,0.94,0.4,0.48,0.68,0.84,0.24,0.95,0.62,0.63,0.77,0.64,1.0,0.73
opengs.csv,0.26,0.8,0.14,0.33,0.41,0.35,0.9,0.26,0.26,0.69,0.43,0.42,0.12,0.35,0.37,0.5,1.0,0.4
openintents.csv,0.74,0.45,0.16,0.27,0.87,1.0,0.3,0.9,0.96,0.96,0.64,0.5,0.75,0.8,0.98,0.5,1.0,0.93
tweetsharp.csv,0.0,0.3,0.97,0.45,0.57,0.81,1.0,0.84,0.97,0.15,0.79,0.4,0.5,0.45,0.54,0.47,1.0,0.27
xharbour.csv,0.05,1.0,0.64,0.85,0.52,1.0,0.4,0.68,1.0,0.74,0.93,0.7,0.62,0.74,0.54,0.88,1.0,0.67
