,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.54,0.68,0.64,0.57,0.59,0.12,0.2,0.41,0.63,0.48,0.39,0.69,0.62,0.64,0.62,0.85,0.06,0.46,0.58,0.5
arcallians.csv,0.58,0.64,0.78,0.64,0.74,0.14,0.18,0.4,0.52,0.49,0.45,0.43,0.58,0.57,0.53,0.87,0.06,0.51,0.52,0.27
arianne.csv,0.71,0.65,0.82,0.44,0.68,0.2,0.17,0.4,0.62,0.52,0.32,0.77,0.58,0.55,0.62,0.82,0.05,0.48,0.43,0.62
aztec.csv,0.31,0.59,0.3,0.45,0.67,0.35,0.16,0.48,0.46,0.47,0.41,0.57,0.29,0.5,0.57,0.37,0.08,0.56,0.48,0.53
biopax.csv,0.67,0.68,0.82,0.44,0.68,0.15,0.2,0.4,0.59,0.55,0.32,0.7,0.58,0.56,0.62,0.9,0.05,0.46,0.43,0.62
bl-toolkit.csv,0.6,0.54,0.81,0.27,0.69,0.14,0.24,0.4,0.57,0.53,0.32,0.76,0.6,0.4,0.62,0.46,0.07,0.46,0.39,0.61
clamav.csv,0.62,0.64,0.52,0.35,0.62,0.1,0.17,0.43,0.57,0.65,0.29,0.7,0.56,0.51,0.56,0.48,0.06,0.52,0.31,0.66
crux-framework.csv,0.38,0.26,0.21,0.17,0.32,0.12,0.21,0.39,0.27,0.3,0.27,0.71,0.3,0.36,0.55,0.08,0.32,0.29,0.17,0.4
gnupdate.csv,0.56,0.53,0.27,0.53,0.67,0.14,0.33,0.28,0.6,0.4,0.64,0.52,0.59,0.44,0.18,0.51,0.1,0.46,0.41,0.62
jmule.csv,0.61,0.63,0.76,0.68,0.71,0.33,0.19,0.4,0.64,0.54,0.47,0.66,0.63,0.6,0.62,0.72,0.06,0.52,0.59,0.86
mbse.csv,0.47,0.49,0.15,0.19,0.61,0.08,0.24,0.55,0.6,0.42,0.29,0.75,0.61,0.5,0.48,0.34,0.06,0.55,0.33,0.64
mplayer-ce.csv,0.6,0.71,0.72,0.43,0.67,0.12,0.2,0.41,0.59,0.31,0.38,0.71,0.47,0.57,0.56,0.78,0.06,0.46,0.44,0.57
ng4j.csv,0.44,0.58,0.61,0.72,0.59,0.07,0.13,0.41,0.6,0.3,0.56,0.5,0.6,0.56,0.5,0.62,0.12,0.49,0.71,0.71
ns-3-dev-def-routing.csv,0.47,0.38,0.7,0.64,0.71,0.23,0.14,0.39,0.23,0.44,0.32,0.54,0.39,0.58,0.61,0.67,0.03,0.25,0.25,0.0
openxava.csv,0.45,0.5,0.14,0.06,0.31,0.1,0.33,0.16,0.5,0.62,0.15,0.53,0.47,0.35,0.29,0.24,0.1,0.34,0.42,0.64
phonon-vlc-mplayer.csv,0.39,0.6,0.78,0.7,0.55,0.05,0.13,0.46,0.6,0.43,0.49,0.54,0.58,0.57,0.52,0.66,0.08,0.49,0.46,0.0
qgis.csv,0.45,0.66,0.52,0.58,0.52,0.0,0.17,0.0,0.58,0.31,0.0,0.0,0.46,0.53,0.0,0.83,0.07,0.37,0.42,0.0
vars-redux.csv,0.59,0.6,0.71,0.35,0.61,0.08,0.3,0.4,0.66,0.56,0.25,0.68,0.55,0.53,0.59,0.51,0.06,0.54,0.44,0.64
xamj.csv,0.68,0.57,0.74,0.2,0.61,0.11,0.2,0.43,0.64,0.5,0.07,0.49,0.54,0.48,0.42,0.46,0.09,0.62,0.37,0.66
yafdotnet.csv,0.65,0.61,0.4,0.32,0.57,0.09,0.27,0.4,0.58,0.17,0.39,0.51,0.67,0.51,0.43,0.59,0.06,0.54,0.35,0.6
