,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,99.0,98.5,287.5,2275.5,99.0,195.5,1067.0,395.0,197.0,95.5,472.5,198.0,99.0,197.5,297.0,95.5,3373.5,99.0,82.5,92.5
arcallians.csv,99.0,193.0,289.5,1932.5,99.0,593.0,972.5,197.5,195.0,95.5,471.5,297.0,99.0,193.0,198.0,98.5,3748.5,99.0,358.0,95.5
arianne.csv,97.5,98.5,482.5,8722.5,99.0,494.0,870.5,494.0,98.5,95.5,936.0,297.0,99.0,294.0,297.0,98.5,4479.0,99.0,727.0,98.5
aztec.csv,93.5,96.5,76.5,298.5,99.0,394.0,385.0,98.5,95.5,95.5,375.0,198.0,98.5,97.5,297.0,95.5,1959.5,99.0,540.0,95.5
biopax.csv,99.0,98.5,482.5,9700.0,99.0,494.0,1067.0,494.0,197.0,95.5,936.0,297.0,99.0,494.0,297.0,98.5,4479.0,99.0,904.0,95.5
bl-toolkit.csv,99.0,98.5,385.0,8769.0,99.0,494.0,382.0,494.0,197.0,95.5,936.0,297.0,99.0,494.0,297.0,95.5,1670.0,98.5,1001.5,98.5
clamav.csv,99.0,98.5,91.5,6076.0,99.0,296.5,286.5,296.5,197.0,88.5,753.0,196.0,99.0,395.0,296.5,95.5,3044.0,99.0,911.0,98.5
crux-framework.csv,99.0,249.5,93.5,2831.0,99.0,591.0,175.0,98.5,189.0,95.5,753.0,198.0,91.5,492.5,198.0,95.5,393.5,271.5,435.5,98.5
gnupdate.csv,98.5,389.0,76.5,2547.0,99.0,296.5,189.0,98.5,197.0,183.0,368.0,99.0,99.0,98.5,98.5,95.5,2541.5,97.5,358.0,98.5
jmule.csv,99.0,193.0,90.5,816.0,99.0,197.5,582.5,494.0,197.0,95.5,374.0,198.0,99.0,98.5,297.0,98.5,3425.5,99.0,178.0,95.5
mbse.csv,99.0,98.5,78.5,8543.0,99.0,294.5,188.0,98.5,197.0,276.5,351.0,196.0,95.5,494.0,197.5,95.5,1860.5,99.0,628.5,98.5
mplayer-ce.csv,99.0,98.5,191.0,7904.5,99.0,816.5,1067.0,97.5,195.0,128.0,376.0,198.0,98.5,296.5,98.5,86.5,4313.5,99.0,634.5,98.5
ng4j.csv,95.5,94.5,89.5,769.0,184.0,423.5,485.0,98.5,197.0,164.5,188.0,99.0,99.0,98.5,198.0,95.5,1811.0,99.0,178.0,92.5
ns-3-dev-def-routing.csv,95.5,94.5,286.5,509.0,99.0,296.5,579.0,494.0,94.5,95.5,745.0,198.0,98.5,97.5,297.0,86.5,2470.5,99.0,455.5,100.0
openxava.csv,97.5,98.5,172.0,3601.0,182.0,196.5,190.0,98.5,197.0,185.0,467.5,294.5,99.0,98.5,197.5,98.5,1028.5,95.5,356.0,95.5
phonon-vlc-mplayer.csv,97.5,96.5,93.5,401.0,279.5,351.0,481.5,296.5,96.5,95.5,654.5,297.0,99.0,97.5,99.0,95.5,2429.0,99.0,82.5,0.0
qgis.csv,99.0,96.5,191.0,3793.5,99.0,866.0,968.5,0.0,195.0,48.5,0.0,0.0,99.0,197.5,70.5,98.5,1903.0,99.0,180.0,0.0
vars-redux.csv,99.0,98.5,385.0,5576.5,282.5,2153.5,190.0,494.0,195.0,370.0,660.5,295.0,99.0,197.0,197.5,98.5,1693.0,99.0,351.0,95.5
xamj.csv,99.0,98.5,287.5,5622.0,89.5,97.5,188.0,395.0,197.0,88.5,167.0,294.5,99.0,395.0,98.5,98.5,1758.0,99.0,818.5,98.5
yafdotnet.csv,99.0,98.5,91.5,4865.0,276.5,1644.0,188.0,494.0,197.0,113.0,178.0,294.5,99.0,395.0,98.5,98.5,3476.0,99.0,1001.5,98.5
