,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,280.5,96.5,97.5,86.5,91.5,253.5,497.0
gisgraphy.csv,1197.5,198.0,98.5,188.0,421.5,564.0,74.5
haggle.csv,196.0,198.0,98.5,464.5,380.0,278.5,255.5
java-gnome.csv,180.0,94.5,98.5,87.5,186.0,182.0,453.5
magicwars.csv,294.0,197.5,98.5,648.5,380.0,564.0,1235.0
orc.csv,295.0,198.0,95.5,555.0,380.0,74.5,401.5
servicestack.csv,95.5,99.0,147.0,0.0,185.0,339.0,59.5
