,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.67,0.64,0.71,0.64,0.73,0.54,0.5,0.52,0.96,0.4,0.51,0.41
gamestone.csv,0.29,1.0,0.36,0.27,0.53,0.21,0.18,0.27,0.44,0.27,0.15,0.34
gbif-providertoolkit.csv,0.39,0.0,0.17,0.46,0.94,0.14,0.18,0.3,0.12,0.1,0.15,0.23
heekscad.csv,0.98,0.63,0.6,0.75,0.58,0.58,0.49,0.52,0.64,0.64,0.68,0.44
igarden.csv,0.4,0.29,0.29,1.0,0.17,0.24,0.18,0.11,0.23,0.58,0.18,0.36
levent.csv,0.55,0.52,0.64,0.67,0.63,0.99,0.44,0.38,0.52,0.66,0.62,0.48
libmesh.csv,0.21,0.48,0.06,0.44,0.24,0.0,0.8,0.29,0.15,0.59,0.2,0.52
openmsx.csv,0.53,0.45,0.51,0.37,0.67,0.43,0.4,0.96,0.49,0.55,0.46,0.5
pnotepad.csv,0.56,0.74,0.59,0.17,0.35,0.68,0.48,0.48,0.45,0.24,0.98,0.53
quark.csv,0.39,0.29,0.41,0.16,0.17,0.0,0.18,0.26,0.06,1.0,0.2,0.26
tango-cs.csv,0.48,0.29,0.39,0.49,0.39,0.24,0.05,0.29,0.4,0.09,0.44,0.96
xcsoar.csv,0.72,0.51,0.96,0.57,0.63,0.5,0.22,0.45,0.59,0.71,0.61,0.59
