,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.4,0.51,0.42,0.32,0.43,0.34,0.54,0.5,0.4,0.36,0.46,0.39
gamestone.csv,0.64,0.88,0.67,0.76,0.56,0.7,0.5,0.59,0.51,0.89,0.83,0.5
gbif-providertoolkit.csv,0.78,0.75,0.92,0.54,0.86,0.89,0.85,0.87,0.92,0.83,0.83,0.77
heekscad.csv,0.44,0.5,0.4,0.36,0.43,0.51,0.47,0.4,0.37,0.48,0.42,0.5
igarden.csv,0.77,0.9,0.95,0.71,0.67,0.92,0.88,0.92,0.94,0.8,0.86,0.94
levent.csv,0.59,0.5,0.49,0.34,0.36,0.5,0.61,0.59,0.46,0.48,0.53,0.51
libmesh.csv,0.96,0.48,0.89,0.8,0.96,0.0,0.9,0.89,0.92,0.5,0.92,0.51
openmsx.csv,0.5,0.51,0.44,0.35,0.6,0.71,0.65,0.68,0.63,0.43,0.66,0.53
pnotepad.csv,0.44,0.43,0.34,0.31,0.34,0.36,0.4,0.38,0.32,0.32,0.4,0.31
quark.csv,0.59,0.83,0.74,0.83,0.8,0.0,0.92,0.95,0.75,0.85,0.89,0.94
tango-cs.csv,0.64,0.79,0.77,0.6,0.79,0.92,0.89,0.97,0.67,0.36,0.67,0.62
xcsoar.csv,0.4,0.46,0.46,0.39,0.35,0.46,0.5,0.47,0.34,0.36,0.52,0.34
