,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,9.0,9.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,11.0,2.0,0.0
gamestone.csv,2.0,0.0,3.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
gbif-providertoolkit.csv,0.0,59.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
heekscad.csv,0.0,8.0,7.0,0.0,15.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0
igarden.csv,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
levent.csv,0.0,12.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,7.0
libmesh.csv,1.0,13.0,0.0,3.0,3.0,71.0,0.0,1.0,1.0,14.0,3.0,0.0
openmsx.csv,5.0,12.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,17.0,2.0,0.0
pnotepad.csv,6.0,11.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0
quark.csv,0.0,3.0,1.0,1.0,2.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0
tango-cs.csv,2.0,8.0,0.0,2.0,3.0,0.0,7.0,2.0,0.0,17.0,0.0,0.0
xcsoar.csv,0.0,13.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0
