,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.51,0.65,0.52,0.71,0.57,0.58,0.69,0.68,0.05,0.9,0.79,0.88
gamestone.csv,0.76,0.0,0.7,0.81,0.57,0.82,0.9,0.82,0.71,0.78,0.88,0.81
gbif-providertoolkit.csv,0.68,1.0,0.86,0.66,0.07,0.89,0.87,0.75,0.92,0.93,0.88,0.84
heekscad.csv,0.03,0.5,0.59,0.53,0.59,0.58,0.78,0.73,0.52,0.48,0.5,0.71
igarden.csv,0.65,0.77,0.76,0.0,0.86,0.8,0.89,0.91,0.81,0.49,0.85,0.69
levent.csv,0.57,0.61,0.52,0.67,0.7,0.04,0.72,0.73,0.65,0.52,0.55,0.71
libmesh.csv,0.84,0.84,0.95,0.64,0.86,1.0,0.23,0.81,0.88,0.71,0.92,0.75
openmsx.csv,0.8,0.86,0.8,0.89,0.53,0.89,0.77,0.05,0.73,0.78,0.79,0.79
pnotepad.csv,0.79,0.55,0.78,0.96,0.9,0.55,0.84,0.84,0.86,0.94,0.02,0.81
quark.csv,0.67,0.75,0.66,0.87,0.86,1.0,0.86,0.79,0.95,0.0,0.84,0.78
tango-cs.csv,0.61,0.78,0.68,0.62,0.74,0.81,0.98,0.77,0.69,1.01,0.64,0.05
xcsoar.csv,0.36,0.65,0.06,0.62,0.64,0.58,0.95,0.67,0.6,0.64,0.44,0.71
