,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.5,0.64,0.73,0.55,0.41,0.46,0.56,0.5
etics.csv,0.3,0.61,0.86,0.56,0.42,0.72,0.55,0.56
genecys.csv,0.97,0.81,0.74,0.69,0.32,0.67,0.73,0.82
kvs.csv,0.56,0.88,0.36,0.78,0.99,0.65,0.79,0.7
mcore3d.csv,0.92,0.51,0.71,0.57,0.69,0.88,0.64,0.52
miranda.csv,0.65,0.79,0.8,0.52,0.62,0.93,0.62,0.46
ogrehg.csv,0.58,0.56,0.85,0.44,0.35,0.59,0.62,0.71
passwordsafe.csv,0.79,0.72,0.78,0.51,0.38,0.62,0.36,0.76
