,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.85,0.69,0.45,0.59,0.76,0.68,0.47,0.71
etics.csv,0.77,0.57,0.15,0.47,0.74,0.3,0.46,0.68
genecys.csv,0.54,0.71,0.55,0.69,0.77,0.71,0.33,0.78
kvs.csv,0.54,0.12,0.7,0.27,0.02,0.41,0.26,0.44
mcore3d.csv,0.08,0.69,0.7,0.51,0.82,0.13,0.4,0.7
miranda.csv,0.38,0.25,0.5,0.59,0.73,0.91,0.67,0.79
ogrehg.csv,0.46,0.67,0.25,0.65,0.9,0.46,0.39,0.83
passwordsafe.csv,1.0,0.76,0.35,0.78,0.82,0.85,0.7,0.84
