,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.78,0.89,0.71,0.61,0.63,0.6,0.67,0.85,0.5,0.58,0.65,0.65,0.73,0.1,0.77
bl-toolkit.csv,0.48,0.56,0.47,0.26,0.4,0.9,0.27,0.55,0.17,0.25,0.43,0.55,0.51,0.07,0.28
bochs.csv,0.53,0.67,0.49,0.38,0.59,0.71,1.0,0.79,0.29,0.3,0.48,0.58,0.61,0.04,0.48
emeraldemu.csv,0.7,0.91,0.72,0.63,0.57,0.67,1.0,0.89,0.45,0.7,0.55,0.62,0.79,0.04,0.6
fbmanager.csv,0.8,0.0,0.0,0.0,0.0,0.6,0.44,0.0,0.0,0.8,0.52,1.0,0.0,0.12,0.43
modellus.csv,0.71,0.82,0.68,0.38,0.71,0.88,0.48,0.87,0.35,0.42,0.65,0.8,0.71,0.06,0.54
openmalaria.csv,0.66,0.77,0.57,0.37,0.53,0.75,0.49,0.82,0.37,0.42,0.76,0.57,0.67,0.05,0.58
pi-qmc.csv,0.52,0.76,0.51,0.28,0.48,0.71,0.29,0.76,0.22,0.4,0.62,0.59,0.64,0.05,0.66
plplot.csv,0.69,0.74,0.51,0.35,0.52,0.8,0.28,0.82,0.22,0.62,0.51,0.64,0.59,0.04,0.23
powerfolder.csv,0.61,0.85,0.59,0.45,0.61,0.77,0.39,0.83,0.38,0.29,0.74,0.47,0.66,0.31,0.7
psycle.csv,0.62,0.79,0.52,0.39,0.54,0.8,0.32,0.76,0.23,0.35,0.49,0.64,0.57,0.04,0.3
qgis.csv,0.81,0.78,0.68,0.51,0.57,0.63,0.0,0.83,0.51,0.36,0.53,0.58,0.63,0.03,0.59
sbml.csv,0.66,0.74,0.49,0.33,0.42,0.76,0.35,0.9,0.2,0.38,0.53,0.57,0.7,0.04,0.5
unimrcp.csv,0.69,0.78,0.62,0.47,0.59,0.7,0.49,0.88,0.28,0.5,0.63,0.54,0.61,0.03,0.55
wow-qrsk.csv,0.5,0.92,0.55,0.53,0.67,0.81,0.69,0.86,0.44,0.82,0.5,0.71,0.73,0.17,0.0
