,recall,precision,pf,pci_20,ifa,wins
ardour.csv,0.45,0.65,0.18,0.51,1.0,10
bl-toolkit.csv,0.81,0.43,0.89,0.44,3.0,1
bochs.csv,0.8,0.53,0.59,0.44,2.0,6
emeraldemu.csv,0.53,0.67,0.19,0.56,1.0,12
fbmanager.csv,0.01,0.12,0.0,0.0,9.0,0
modellus.csv,0.58,0.68,0.21,0.57,1.0,13
openmalaria.csv,0.76,0.57,0.42,0.39,0.0,7
pi-qmc.csv,0.73,0.52,0.57,0.43,5.0,2
plplot.csv,0.73,0.52,0.57,0.48,2.0,5
powerfolder.csv,0.6,0.61,0.19,0.52,1.0,11
psycle.csv,0.89,0.52,0.69,0.42,2.0,4
qgis.csv,0.6,0.58,0.34,0.56,1.0,8
sbml.csv,0.8,0.5,0.59,0.39,2.0,3
unimrcp.csv,0.64,0.59,0.31,0.49,1.0,9
wow-qrsk.csv,0.43,0.67,0.14,0.76,1.0,14
