,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.4,0.48,0.44,0.7,0.38,0.46,0.38,0.41,0.41,0.38,0.41,0.26,0.41,0.46
chrysalis.csv,0.44,0.78,0.43,0.95,0.44,0.55,0.32,0.36,0.45,0.0,0.36,0.4,0.37,0.53
etics.csv,0.55,0.94,0.88,0.95,0.0,0.6,0.55,0.8,0.6,0.92,0.5,0.83,0.59,0.8
flexpay.csv,0.67,0.41,0.92,0.41,0.5,0.92,0.0,0.37,0.66,0.36,0.76,0.29,0.93,0.61
ifmo-game-1.csv,0.8,0.79,0.8,0.55,0.5,0.74,0.67,0.67,0.8,0.49,0.75,0.51,0.48,0.9
jcl.csv,0.5,0.43,0.44,0.42,0.4,0.52,0.43,0.37,0.57,0.39,0.56,0.26,0.56,0.44
linuxsh.csv,0.93,0.91,0.6,0.67,0.88,0.0,0.0,0.83,0.53,0.0,0.94,0.27,0.97,0.96
mvdsv.csv,0.5,0.75,0.67,0.92,0.48,0.5,0.88,0.59,0.94,0.86,0.79,0.0,0.47,0.8
openmeetings.csv,0.44,0.59,0.62,0.61,0.0,0.83,0.89,0.47,0.5,0.46,0.92,0.56,0.53,0.94
plato.csv,0.39,0.42,0.44,0.4,0.43,0.45,0.38,0.53,0.41,0.36,0.4,0.26,0.41,0.72
projecteqemu.csv,0.52,0.69,0.49,0.53,0.5,0.72,0.35,0.86,0.56,0.89,0.46,0.47,0.48,0.95
scite-ru.csv,0.38,0.42,0.41,0.42,0.74,0.46,0.37,0.48,0.38,0.38,0.4,0.35,0.38,0.68
uclmda.csv,0.91,0.88,0.88,0.8,0.91,0.83,0.0,0.83,0.78,0.0,0.0,0.27,0.92,0.83
vrjuggler.csv,0.83,0.68,0.89,0.51,0.58,0.74,0.74,0.48,0.99,0.63,0.65,0.61,0.42,0.92
