,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.67,0.53,0.51,1.0,0.89,0.78
extprosys.csv,0.52,0.54,0.81,1.0,0.92,0.66
fluidium.csv,0.98,1.0,1.0,0.48,1.0,1.0
haphazard.csv,0.64,0.92,0.8,0.71,0.52,0.67
qcad2.csv,0.87,0.77,0.41,0.55,0.71,0.5
silvertree.csv,0.8,0.65,0.78,1.0,0.98,0.36
