,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,1.0,35.0,0.0,0.0,2.0,3.0,4.0
jnode.csv,113.0,0.0,56.0,0.0,0.0,55.0,57.0
mcmc-jags.csv,3.0,94.0,0.0,4.0,0.0,0.0,0.0
metacosm.csv,1.0,52.0,0.0,0.0,16.0,0.0,0.0
miranda-icq.csv,0.0,0.0,0.0,0.0,0.0,1.0,3.0
quarkplusplus.csv,0.0,35.0,0.0,1.0,5.0,0.0,3.0
selenium.csv,0.0,6.0,0.0,1.0,2.0,3.0,1.0
