,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.63,0.71,0.3,0.9,0.93,0.76,0.82,0.75,0.5,0.79,0.67,0.62,1.0,0.83,0.81
glelite.csv,0.84,0.61,0.93,0.98,1.0,0.92,0.95,0.97,0.96,0.67,0.86,0.95,0.04,0.92,0.83
hannosset.csv,0.92,1.0,0.79,0.16,0.86,0.93,1.0,1.01,0.85,1.0,0.27,1.0,1.22,0.83,1.0
ipfilter.csv,0.91,0.69,0.98,0.9,0.92,0.85,0.7,0.92,0.75,0.48,0.68,0.07,1.01,0.76,0.7
moving-pictures.csv,0.83,0.53,1.0,0.18,0.63,0.56,0.49,1.14,0.65,0.63,0.53,0.49,0.73,0.67,0.32
pclasses.csv,0.24,0.7,1.0,0.42,0.69,0.89,0.78,1.09,0.53,0.97,0.92,0.98,1.14,0.84,0.71
pfaedit.csv,1.0,0.5,1.0,0.42,0.47,0.27,0.75,1.01,0.77,0.86,0.87,0.96,0.73,0.83,0.7
qcad2.csv,0.93,0.64,0.81,0.71,0.44,0.5,0.82,1.11,0.62,0.56,0.54,0.85,0.41,0.74,0.64
rockbox.csv,0.82,0.9,1.0,0.26,0.96,0.59,0.56,1.01,0.92,1.06,0.75,1.04,0.93,0.83,0.41
roller.csv,0.92,0.92,1.0,0.96,0.87,0.83,0.97,1.0,0.36,0.82,0.93,1.0,1.01,0.86,0.78
theresa.csv,0.87,0.51,0.71,0.24,0.72,0.49,0.64,1.03,0.64,0.92,0.96,0.69,0.75,0.73,0.69
tzod.csv,0.83,0.5,0.44,0.68,0.58,0.66,0.94,1.04,0.64,0.8,0.92,0.83,0.64,0.89,0.8
xinity.csv,0.76,0.85,1.0,1.19,0.87,0.82,0.93,0.53,0.72,0.81,0.62,0.74,1.04,0.4,0.92
zabbix.csv,0.64,0.55,0.48,0.34,0.58,0.7,0.75,1.06,0.67,0.58,0.84,0.96,0.48,0.81,0.54
