,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.96,0.57,0.66,0.55,0.6,0.47,0.47,0.54,0.4,0.57,0.41,0.62,0.53
bscwweasel.csv,0.0,0.88,0.88,0.94,0.83,0.89,0.86,0.67,0.0,0.96,0.67,0.93,0.92
capcode.csv,0.0,0.96,0.98,0.95,0.75,0.9,0.97,0.96,0.93,0.97,0.89,0.98,0.9
emite.csv,0.93,0.96,0.92,0.95,0.7,0.75,0.84,0.96,0.88,0.98,0.57,0.98,0.93
geogebra.csv,0.91,0.63,0.69,0.55,0.56,0.49,0.96,0.42,0.66,0.55,0.83,0.76,0.59
hibernate.csv,0.92,0.95,0.64,0.62,0.59,0.73,0.83,0.96,0.61,0.74,0.89,0.76,0.68
lamp.csv,0.0,0.92,0.88,0.75,0.75,0.9,0.88,0.0,0.88,0.97,0.0,0.97,0.67
nodal.csv,0.0,0.72,0.64,0.88,0.79,0.54,0.86,0.97,0.74,0.86,0.88,0.68,0.78
retromenu.csv,0.0,0.86,0.85,0.83,0.61,0.69,0.75,0.67,0.8,0.97,0.0,0.98,0.8
smbopensoft.csv,0.42,0.5,0.47,0.58,0.47,0.42,0.46,0.48,0.39,0.52,0.6,0.5,0.54
stuproa-cims.csv,0.28,0.51,0.59,0.56,0.39,0.38,0.43,0.77,0.35,0.47,0.4,0.42,0.43
thout.csv,0.98,0.96,0.78,0.72,0.49,0.53,0.85,0.75,0.75,0.64,0.56,0.71,0.91
uface.csv,0.27,0.36,0.47,0.45,0.33,0.45,0.4,0.34,0.31,0.4,0.36,0.42,0.37
