,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.0,8.0,2.0,33.0,17.0,0.0,0.0,4.0,0.0,31.0,2.0,7.0,0.0
bscwweasel.csv,0.0,142.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0
capcode.csv,199.0,11.0,1.0,11.0,3.0,0.0,0.0,11.0,10.0,4.0,1.0,8.0,7.0
emite.csv,1.0,11.0,5.0,15.0,0.0,82.0,0.0,12.0,1.0,1.0,0.0,1.0,4.0
geogebra.csv,2.0,2.0,4.0,48.0,11.0,17.0,0.0,5.0,1.0,13.0,3.0,0.0,0.0
hibernate.csv,0.0,8.0,10.0,45.0,4.0,2.0,0.0,0.0,5.0,0.0,2.0,5.0,1.0
lamp.csv,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,70.0,0.0,0.0
nodal.csv,0.0,30.0,4.0,1.0,4.0,5.0,0.0,3.0,0.0,4.0,3.0,7.0,4.0
retromenu.csv,0.0,1.0,1.0,3.0,0.0,5.0,0.0,1.0,1.0,1.0,70.0,1.0,0.0
smbopensoft.csv,0.0,48.0,1.0,15.0,6.0,15.0,2.0,1.0,3.0,10.0,1.0,11.0,3.0
stuproa-cims.csv,1.0,4.0,0.0,29.0,11.0,22.0,2.0,0.0,1.0,5.0,3.0,7.0,0.0
thout.csv,0.0,13.0,0.0,41.0,5.0,18.0,1.0,3.0,1.0,38.0,3.0,9.0,0.0
uface.csv,1.0,35.0,0.0,11.0,9.0,17.0,2.0,0.0,2.0,11.0,2.0,0.0,0.0
