,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.69,0.43,0.81,0.77,0.11,0.81,0.52,0.5,0.05,0.74,0.16,0.97,0.17,0.05,0.79,0.54
amygdala.csv,0.36,0.16,0.64,0.0,0.11,0.02,0.1,0.41,0.14,0.37,0.53,0.08,0.67,0.43,0.05,0.33
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.19,0.0,0.02
dspace-gsoc.csv,0.26,0.79,0.58,0.27,0.49,0.35,0.52,0.83,0.93,0.43,0.37,0.17,1.0,0.24,0.26,0.79
hydrate.csv,0.38,0.68,0.66,0.83,0.91,0.61,0.75,0.93,0.6,0.26,0.74,0.58,0.5,0.48,0.47,0.75
ivef-sdk.csv,0.72,0.51,0.6,0.0,0.71,0.96,0.8,0.04,0.77,0.14,0.11,0.03,1.0,0.62,0.0,0.6
jmri.csv,0.1,0.33,0.45,0.0,0.57,0.32,0.36,0.22,0.26,0.2,0.26,0.24,0.33,0.05,0.21,0.92
kdenlive.csv,0.33,0.38,0.47,0.83,0.26,0.39,0.51,0.63,0.67,0.69,0.89,0.61,0.17,0.57,0.68,0.5
motu.csv,0.26,0.5,0.53,0.1,0.17,0.35,0.3,0.24,0.98,0.4,0.42,0.29,1.0,0.38,0.21,0.62
plplot.csv,0.15,0.36,0.36,0.97,0.57,0.28,0.41,0.46,0.35,0.37,0.47,0.63,0.5,0.19,0.42,0.73
projectfactory.csv,0.03,0.34,0.23,0.17,0.34,0.42,0.66,0.61,0.47,0.2,0.16,0.36,0.17,0.24,0.37,0.35
runuomondains.csv,0.13,0.59,0.47,0.97,0.8,0.3,0.51,0.57,0.81,0.69,0.63,0.2,0.0,0.52,0.42,0.73
somap.csv,0.95,0.76,0.79,1.0,0.8,0.79,0.92,0.98,0.79,0.94,1.0,0.93,0.0,1.0,1.0,0.81
taverna.csv,0.03,0.14,0.26,0.27,0.43,0.11,0.34,0.54,0.63,0.23,0.0,0.05,0.0,0.19,0.0,0.17
tigermud.csv,0.64,0.78,0.28,0.1,0.09,0.02,0.2,0.96,0.21,0.34,0.84,0.29,0.5,0.57,0.79,0.21
wishmaster.csv,0.23,0.23,0.28,0.13,0.06,0.11,0.26,0.02,0.19,0.2,0.11,0.14,0.33,0.05,0.05,0.6
