,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.91,0.65,0.84,0.78,0.17,0.83,0.68,0.79,0.87,0.91,0.77,0.97,0.92,0.89,0.85,0.54
amygdala.csv,0.6,0.72,0.76,0.96,1.01,0.9,1.0,1.01,0.88,0.44,0.75,0.88,0.83,0.71,0.85,0.68
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.01,1.0,0.91,0.94,0.02
dspace-gsoc.csv,0.48,0.81,0.67,0.86,0.95,0.55,0.6,0.83,0.93,0.58,0.42,0.65,1.02,0.73,0.61,0.81
hydrate.csv,0.49,0.71,0.72,1.18,0.91,0.7,0.77,0.95,0.67,0.49,0.79,0.63,0.63,0.53,0.56,0.75
ivef-sdk.csv,0.75,0.64,0.77,0.0,1.04,0.99,0.81,1.0,0.79,0.98,0.84,1.0,1.1,0.9,1.0,0.63
jmri.csv,0.6,0.46,1.0,0.43,0.77,0.49,0.86,0.87,0.71,0.74,0.87,0.55,0.72,0.86,0.79,0.92
kdenlive.csv,0.43,0.64,0.65,1.08,0.86,0.45,0.62,0.65,0.71,0.73,0.9,0.62,0.34,0.7,0.69,0.5
motu.csv,0.53,0.65,0.65,0.58,0.93,0.55,0.91,0.45,0.98,0.73,0.81,0.58,1.01,0.71,0.64,0.65
plplot.csv,0.5,0.64,0.99,1.07,0.61,0.47,0.89,0.48,0.71,0.9,0.61,0.68,0.68,0.82,0.6,0.83
projectfactory.csv,0.94,0.67,0.6,0.95,0.75,0.71,0.87,0.65,0.6,0.79,0.74,0.38,0.78,0.73,0.43,0.4
runuomondains.csv,0.56,0.62,0.79,1.07,0.89,0.45,0.66,0.64,0.82,0.79,0.77,0.24,0.58,0.98,0.74,0.83
somap.csv,0.95,0.8,0.79,1.08,0.81,0.81,0.92,0.98,0.83,0.94,1.0,0.94,0.15,1.0,1.0,0.81
taverna.csv,0.78,0.88,0.37,0.93,0.52,0.63,0.61,0.82,0.72,0.7,1.0,0.63,0.81,0.77,0.97,1.01
tigermud.csv,0.89,0.83,0.62,1.0,0.94,0.9,1.02,0.98,0.87,0.86,0.95,0.69,0.62,0.62,0.79,1.02
wishmaster.csv,0.58,0.71,0.83,0.51,0.97,0.67,0.39,0.85,0.82,0.74,0.84,0.52,0.77,0.89,0.94,0.6
