,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.29,0.26,0.06,0.79,0.1,0.25,0.33,0.75,0.23,0.0,0.78,0.96,0.68,0.68,0.17
calcubetimer.csv,0.43,0.19,1.0,0.18,0.96,1.0,0.56,0.0,0.08,0.0,0.68,0.04,0.26,0.48,0.55
chaosrts.csv,0.33,0.22,1.0,0.21,0.48,1.0,0.78,0.5,0.38,0.0,0.23,0.07,0.16,0.68,0.45
emono.csv,0.76,0.56,0.18,0.96,0.82,1.0,0.33,1.0,0.92,0.0,0.73,0.93,1.0,0.87,0.43
freelords.csv,0.52,0.41,0.99,0.43,0.48,0.6,0.67,0.5,0.62,0.0,0.73,0.56,0.79,0.74,0.88
jmonkeyengine.csv,0.29,0.3,0.05,0.43,0.2,0.0,0.67,0.25,0.15,1.0,0.37,0.26,0.11,0.39,0.9
jython.csv,0.43,0.63,0.16,0.61,0.54,0.4,0.33,0.0,0.62,0.0,0.28,0.41,1.0,0.1,0.38
mclient-mume.csv,0.14,0.11,0.78,0.07,0.28,0.0,0.44,0.0,0.23,1.0,0.37,0.22,0.16,0.29,0.26
papertoolkit.csv,0.24,0.0,0.09,0.18,0.12,0.08,0.0,0.25,0.23,0.0,0.17,0.11,0.37,0.23,0.21
primefaces.csv,0.67,1.0,1.0,0.36,0.94,1.0,1.0,0.75,0.23,1.0,0.95,0.26,0.95,0.74,1.0
st-filteredstatistics.csv,0.86,1.0,0.99,0.79,0.9,0.66,0.89,0.75,0.08,1.0,0.73,0.93,0.95,0.97,1.0
toped.csv,0.9,0.67,0.97,0.43,0.74,0.68,0.11,1.0,0.77,1.0,0.82,0.81,1.0,1.0,0.64
triplea.csv,0.19,0.33,0.07,0.54,0.4,0.49,0.44,0.75,0.69,0.0,0.58,0.52,0.84,0.77,0.6
web-cat.csv,0.81,0.3,0.07,0.43,0.78,0.25,0.56,0.75,0.31,1.0,0.67,0.37,0.84,0.26,0.83
