,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.87,0.22,0.9,0.96,0.78,0.9,0.92
libtorrent.csv,0.67,0.79,0.68,0.63,0.81,0.41,0.67
mcmc-jags.csv,0.69,0.78,0.89,0.14,0.67,0.72,0.84
nebuladevice.csv,0.86,0.95,1.0,0.78,0.99,0.69,0.31
olap-navigator.csv,0.17,0.72,0.49,0.5,0.48,0.62,0.48
pidgin.csv,0.62,0.62,0.73,0.8,0.4,0.63,0.66
sepgsql.csv,0.38,0.62,0.36,0.69,0.52,0.6,0.94
