,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.53,0.07,0.48,0.71,0.27,0.43,1.0,0.54,0.56,0.33,0.49,0.13,0.82,0.28,0.39,0.23,0.33,0.28
doomlegacy.csv,0.46,0.0,0.42,0.56,0.36,0.45,0.6,0.48,0.46,0.45,0.47,0.11,1.0,0.25,0.39,0.22,0.34,0.31
elmo.csv,0.2,1.0,0.0,0.55,0.17,0.25,0.45,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,0.1
geochat.csv,0.21,0.22,0.32,0.86,0.33,0.5,0.68,0.49,0.51,0.25,0.46,0.12,0.73,0.28,0.47,0.13,0.41,1.0
gpac.csv,0.53,0.09,0.58,0.84,0.45,0.45,0.74,0.98,0.57,0.29,0.54,0.16,0.79,0.19,0.64,0.23,0.32,0.28
illumination.csv,0.25,0.1,0.57,0.54,0.27,0.18,0.56,0.51,0.6,0.0,0.44,0.0,0.74,1.0,1.0,0.21,0.45,0.18
ktc.csv,0.98,0.0,0.57,0.75,0.57,0.56,0.62,0.67,0.67,0.11,0.81,0.22,0.88,0.33,0.69,0.36,0.44,0.2
neoengine.csv,0.43,0.07,1.0,0.6,0.36,0.33,0.72,0.56,0.48,0.32,0.47,0.11,0.76,0.24,0.29,0.23,0.47,0.23
nicepress.csv,0.75,0.03,0.67,1.0,0.54,0.97,0.62,0.61,0.43,0.0,0.6,0.23,0.84,0.21,0.67,0.22,0.39,0.67
omseek.csv,0.63,0.0,0.82,0.5,0.33,0.57,0.64,0.3,0.32,0.3,0.48,1.0,0.75,0.13,0.0,0.22,0.43,0.22
open-ms.csv,0.43,0.08,0.23,0.52,0.47,0.4,0.52,0.54,0.38,0.26,0.41,0.08,0.7,0.06,0.09,1.0,0.43,0.2
pi-qmc.csv,0.57,0.05,0.48,0.82,0.49,0.5,0.64,0.54,0.42,0.29,0.56,0.16,0.83,0.23,1.0,0.35,0.35,0.22
rosegarden.csv,0.72,0.07,0.58,0.56,1.0,0.37,0.71,0.6,0.63,0.25,0.6,0.25,0.79,0.0,0.7,0.3,0.62,0.24
smarttag.csv,0.33,0.08,0.49,0.67,0.27,0.37,0.68,0.54,0.46,1.0,0.39,0.12,0.81,0.27,0.38,0.22,0.47,0.26
sylpheed-claws.csv,0.6,0.04,0.49,0.84,0.4,0.46,0.68,0.57,1.0,0.31,0.56,0.17,0.78,0.27,0.54,0.26,0.42,0.32
tango-cs.csv,0.5,0.12,0.47,0.61,0.41,0.36,0.72,0.6,0.45,0.33,0.55,0.12,0.79,0.14,0.54,0.24,0.96,0.27
xemeiah.csv,0.66,0.08,0.56,0.93,0.55,0.49,0.76,0.61,0.63,0.18,0.97,0.19,0.87,0.24,0.6,0.29,0.44,0.29
zscreen.csv,0.59,0.08,0.48,0.96,0.4,0.51,0.57,0.56,0.64,0.29,0.55,0.13,0.86,0.19,0.67,0.26,0.48,0.27
