,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.21,0.34,0.37,0.57,0.95,0.26,0.5,0.75,0.84
bzbyte.csv,0.24,0.21,0.49,0.58,0.53,0.35,0.48,1.0,0.88
encog-java.csv,0.98,0.08,0.53,0.16,0.39,0.31,0.19,0.67,0.29
galaxium.csv,0.29,0.27,0.32,0.41,0.12,0.22,0.97,0.27,0.34
h2database.csv,0.24,0.95,0.19,0.17,0.15,0.19,0.33,0.21,0.19
haphazard.csv,0.24,0.09,0.29,0.15,0.27,0.92,0.19,0.35,0.36
jaql.csv,0.25,0.32,0.39,0.99,0.56,0.22,0.43,0.58,0.64
raven-monitoring.csv,0.22,0.12,0.99,0.4,0.38,0.34,0.24,0.68,0.74
v8.csv,0.26,0.26,0.54,0.59,0.58,0.26,0.56,0.6,1.0
