,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.66,0.7,0.85,0.56,0.68,0.69,0.5
bwapi.csv,0.75,0.63,0.35,0.56,0.42,0.88,0.33
gisgraphy.csv,0.59,0.96,0.0,0.99,0.75,0.44,0.72
lite.csv,0.6,0.75,0.65,0.41,0.67,0.68,0.45
ontopia.csv,0.38,0.48,0.43,0.56,0.53,0.34,0.58
smartgwt.csv,0.8,0.63,0.47,0.36,0.51,0.48,0.32
