,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.69,0.74,0.89,0.4,0.42,0.83,0.78,0.45,0.78,0.71
arsenal-1.csv,0.99,0.93,0.41,1.0,0.92,0.95,0.92,1.0,0.86,0.91
barracudamvc.csv,0.42,0.85,0.94,1.0,1.0,0.79,0.95,0.95,0.93,1.0
irplus.csv,0.7,0.71,0.79,0.48,0.49,0.88,0.45,0.41,0.65,0.61
lite.csv,0.96,0.87,0.64,0.82,0.58,0.84,0.74,0.37,0.69,0.63
mumble.csv,0.58,0.91,0.88,0.89,0.26,0.47,0.85,0.66,0.82,0.54
ontopia.csv,0.9,0.8,0.74,0.82,0.72,0.35,0.8,0.85,0.87,0.88
openintents.csv,0.79,0.46,0.87,0.78,0.98,0.74,0.75,0.71,0.93,0.82
ta3d.csv,0.82,0.88,0.89,0.95,0.92,0.85,0.8,0.87,0.93,0.61
tweetsharp.csv,0.71,0.67,0.81,0.8,0.52,0.57,0.72,0.95,0.36,0.74
