,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0
foursquared.csv,0.17,0.13,0.0,1.0,0.0,0.93
ifmo-game-1.csv,1.0,0.0,0.0,0.54,0.4,0.0
micomt.csv,0.17,0.25,0.37,0.47,0.87,0.8
voms.csv,0.17,1.0,0.38,0.38,0.1,0.0
