,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.64,0.85,0.59,0.63,0.03,0.59,0.49,0.69
enlightenment.csv,0.55,0.93,0.86,0.02,0.66,0.55,0.68,0.7
ildjit.csv,0.91,0.04,0.91,0.94,0.97,0.96,0.98,1.0
jfreereport.csv,0.93,0.95,0.16,0.81,0.72,0.87,0.72,0.6
lufa-lib.csv,0.64,0.89,0.6,0.7,0.87,0.61,0.03,0.9
pcsx2.csv,0.74,0.9,0.51,0.6,0.71,0.02,0.76,1.01
psycle.csv,0.05,0.83,0.85,0.65,0.7,0.72,0.74,0.59
wxjs.csv,1.0,1.0,1.0,0.99,1.0,0.99,1.0,0.12
