,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.78,0.16,0.18,0.63,0.97,0.73,0.57,0.11
enlightenment.csv,0.76,0.14,0.14,1.0,0.55,0.75,0.45,0.1
ildjit.csv,0.74,0.97,0.1,0.58,0.33,0.8,0.33,0.0
jfreereport.csv,0.58,0.11,0.99,0.53,0.52,0.57,0.42,0.11
lufa-lib.csv,0.71,0.14,0.19,0.6,0.43,0.72,1.0,0.05
pcsx2.csv,0.89,0.18,0.21,0.66,0.54,0.99,0.48,0.0
psycle.csv,0.99,0.17,0.14,0.63,0.53,0.69,0.42,0.13
wxjs.csv,0.0,0.0,0.0,0.6,0.0,0.25,0.0,1.0
