,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.69,0.73,0.85,0.57,0.62,0.04,0.62,0.89,0.74,0.74,0.77,0.75,0.59,0.72,0.73,0.5,0.51,0.36
boost-sandbox.csv,0.65,0.65,0.78,0.73,0.71,0.84,0.59,0.55,0.81,0.0,0.61,0.88,0.85,0.75,0.61,0.63,0.56,0.8
clamav.csv,0.71,0.97,0.59,0.61,0.61,0.9,0.5,0.95,0.67,1.0,0.77,0.85,0.1,0.66,0.97,0.72,0.71,0.59
co-ode-owl-plugins.csv,0.91,0.84,0.91,0.88,0.64,0.73,0.51,0.06,0.8,0.86,0.9,0.6,0.71,0.71,0.61,0.68,0.69,0.72
etherboot.csv,0.93,0.82,0.5,0.74,0.52,0.79,0.48,1.03,0.05,0.82,0.72,0.73,0.69,0.73,0.7,0.78,0.76,0.75
freebios.csv,0.72,0.72,0.47,0.76,0.53,0.81,0.49,0.82,0.77,0.78,0.83,0.0,0.66,0.81,0.36,0.9,0.29,0.65
frogatto.csv,0.85,0.6,0.76,0.49,0.52,0.49,0.34,0.82,0.83,0.73,1.0,0.87,0.6,0.79,0.31,0.03,0.55,0.63
glelite.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
jasperreports.csv,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86,0.96,1.0,1.0,0.04,1.0,1.0,1.0
konversation.csv,1.01,0.65,0.83,0.96,0.71,0.93,0.08,0.95,0.75,0.95,0.82,1.0,1.0,1.0,0.75,0.87,0.98,0.91
miranda-icq.csv,0.65,0.72,0.52,0.78,0.77,0.86,0.87,0.91,0.77,0.6,1.02,0.72,0.85,0.08,0.44,0.95,0.94,0.76
olap-navigator.csv,0.62,0.02,0.85,0.75,0.61,0.78,0.48,0.48,0.74,0.59,0.72,0.82,1.0,0.71,0.49,0.52,0.64,0.97
pclasses.csv,0.09,0.75,1.01,0.63,0.53,1.0,0.55,0.85,0.83,0.94,0.57,1.0,0.9,1.0,0.8,0.81,0.77,0.77
plato.csv,0.62,0.48,0.37,0.78,0.73,1.0,0.79,0.57,0.64,0.73,0.0,0.98,1.0,0.94,0.53,0.6,0.86,0.73
re2c.csv,0.78,0.82,0.0,0.71,0.73,0.9,0.37,0.92,0.68,0.73,0.77,0.55,0.7,0.75,0.84,0.83,0.34,0.73
rebecca-aiml.csv,0.75,0.63,0.54,0.86,0.7,0.75,0.41,0.68,0.64,0.7,0.8,0.51,0.73,0.82,0.81,0.58,0.0,0.61
tzod.csv,0.82,0.74,0.52,0.07,0.52,0.77,0.46,0.62,0.85,0.85,0.63,0.86,0.7,0.67,0.62,0.47,0.61,0.66
wxcrp.csv,1.0,0.53,1.0,0.9,0.06,0.78,0.59,0.9,0.96,0.94,0.93,0.98,0.76,0.88,0.58,0.81,0.71,0.88
