,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.27,0.7,0.14,0.58,0.5,0.98,0.26,0.23,0.41,0.71,0.83,0.49,0.61,0.42,0.13,0.68,0.54,0.78
boost-sandbox.csv,0.29,0.56,0.17,0.46,0.47,0.27,0.26,0.34,0.41,1.0,0.57,0.21,0.25,0.29,0.12,0.61,0.48,0.71
clamav.csv,0.25,0.06,0.24,0.47,0.42,0.18,0.3,0.08,0.37,0.0,0.38,0.25,0.95,0.37,0.03,0.42,0.36,0.58
co-ode-owl-plugins.csv,0.13,0.28,0.08,0.2,0.41,0.44,0.46,0.97,0.25,0.27,0.17,0.55,0.4,0.32,0.16,0.46,0.41,0.44
etherboot.csv,0.09,0.48,0.5,0.35,0.51,0.52,0.31,0.04,0.98,0.34,0.52,0.39,0.41,0.31,0.17,0.35,0.35,0.4
freebios.csv,0.24,0.68,0.3,0.43,0.52,0.35,0.31,0.19,0.31,0.48,0.72,1.0,0.47,0.38,0.23,0.62,0.7,0.61
frogatto.csv,0.16,0.56,0.15,0.58,0.5,0.65,0.42,0.18,0.22,0.42,0.45,0.22,0.47,0.38,0.25,0.99,0.53,0.54
glelite.csv,0.28,0.82,0.19,0.53,0.45,0.74,0.21,0.28,0.42,0.85,0.91,0.66,0.53,0.41,0.1,0.69,0.45,1.0
jasperreports.csv,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08,0.0,0.0,0.98,0.0,0.0,0.0
konversation.csv,0.06,0.53,0.29,0.07,0.4,0.13,0.96,0.09,0.31,0.1,0.31,0.0,0.0,0.0,0.12,0.22,0.07,0.16
miranda-icq.csv,0.35,0.43,0.37,0.31,0.3,0.24,0.11,0.1,0.29,0.6,0.58,0.41,0.25,0.94,0.2,0.1,0.11,0.39
olap-navigator.csv,0.31,0.99,0.12,0.34,0.43,0.36,0.31,0.39,0.3,0.62,0.61,0.3,0.0,0.34,0.18,0.61,0.41,0.46
pclasses.csv,0.95,0.42,0.0,0.46,0.49,0.0,0.32,0.15,0.24,0.12,0.7,0.0,0.16,0.0,0.07,0.31,0.29,0.37
plato.csv,0.3,0.78,0.44,0.33,0.4,0.0,0.25,0.36,0.44,0.62,1.0,0.04,0.0,0.1,0.15,0.67,0.21,0.82
re2c.csv,0.21,0.61,1.0,0.42,0.35,0.5,0.39,0.13,0.36,0.45,0.83,0.7,0.47,0.4,0.08,0.56,0.69,0.43
rebecca-aiml.csv,0.24,0.56,0.32,0.27,0.38,0.64,0.39,0.27,0.39,0.58,0.77,0.7,0.36,0.41,0.1,0.56,1.0,0.56
tzod.csv,0.29,0.48,0.37,0.96,0.52,0.65,0.39,0.3,0.21,0.26,0.54,0.32,0.39,0.36,0.12,0.66,0.46,0.51
wxcrp.csv,0.0,0.65,0.0,0.17,0.97,0.51,0.45,0.15,0.07,0.12,0.74,0.04,0.33,0.17,0.13,0.32,0.39,0.21
