,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.18,0.7,0.08,0.46,0.36,0.98,0.16,0.14,0.28,0.74,0.85,0.46,0.46,0.28,0.07,0.66,0.41,1.0
boost-sandbox.csv,0.19,0.75,0.1,0.36,0.33,0.64,0.16,0.23,0.27,1.0,0.94,0.75,0.75,0.3,0.07,0.57,0.38,0.98
clamav.csv,0.19,0.4,0.16,0.5,0.38,1.0,0.19,0.12,0.38,0.0,0.91,0.53,1.0,0.28,0.02,0.57,0.42,1.0
co-ode-owl-plugins.csv,0.2,0.91,0.05,0.29,0.44,0.61,0.43,1.0,0.23,0.69,1.0,0.58,0.6,0.28,0.1,0.62,0.61,1.0
etherboot.csv,0.08,0.62,0.5,0.42,0.4,0.54,0.2,0.03,1.0,0.69,0.84,0.64,0.38,0.26,0.12,0.56,0.65,1.0
freebios.csv,0.16,0.7,0.19,0.34,0.4,0.52,0.19,0.12,0.23,0.69,0.82,1.0,0.39,0.25,0.13,0.5,0.64,0.99
frogatto.csv,0.14,0.89,0.1,0.6,0.42,0.81,0.27,0.15,0.22,0.84,0.7,0.5,0.5,0.26,0.14,1.0,0.62,1.0
glelite.csv,0.16,0.69,0.11,0.36,0.29,0.59,0.12,0.16,0.27,0.74,0.84,0.49,0.36,0.26,0.05,0.52,0.29,1.0
jasperreports.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.0,0.0,1.0,0.0,0.0,0.0
konversation.csv,0.04,0.8,1.0,1.0,0.64,0.75,1.0,0.25,0.35,0.67,0.89,0.0,0.0,0.0,0.08,0.5,0.08,1.0
miranda-icq.csv,0.33,0.82,0.3,0.39,0.35,0.75,0.09,0.1,0.24,0.82,0.74,0.55,0.75,0.96,0.12,0.33,0.13,1.0
olap-navigator.csv,0.24,1.0,0.1,0.35,0.35,1.0,0.21,0.27,0.26,0.82,0.83,0.46,0.0,0.38,0.1,0.73,0.39,0.96
pclasses.csv,1.0,0.72,0.0,0.52,0.43,0.0,0.23,0.11,0.36,0.58,0.89,0.0,0.4,0.0,0.04,0.53,0.33,1.0
plato.csv,0.2,0.81,0.33,0.32,0.29,0.0,0.14,0.23,0.31,0.73,1.0,0.5,0.0,0.33,0.08,0.6,0.2,0.98
re2c.csv,0.14,0.65,1.0,0.36,0.28,0.49,0.26,0.09,0.36,0.78,0.85,0.6,0.37,0.27,0.04,0.49,0.69,1.0
rebecca-aiml.csv,0.21,0.77,0.23,0.25,0.3,0.59,0.28,0.18,0.38,0.74,0.83,0.62,0.37,0.27,0.05,0.68,1.0,1.0
tzod.csv,0.67,0.68,0.3,1.0,0.53,0.59,0.29,0.21,0.24,0.81,0.94,0.37,0.44,0.28,0.07,0.71,0.54,1.0
wxcrp.csv,0.0,0.82,0.0,0.33,1.0,0.54,0.5,0.1,0.12,0.88,0.81,1.0,0.5,0.17,0.07,0.88,0.55,1.0
