,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.9,0.98,0.75,0.95,0.9,0.81,0.76,0.11,0.91,1.0,0.88
ivatamasks.csv,0.6,0.58,0.82,0.04,0.7,0.62,0.62,0.6,0.54,0.46,0.6
java-gnome.csv,0.29,0.3,0.53,0.56,0.72,0.65,0.69,0.59,0.02,0.76,0.77
orc.csv,1.0,1.0,0.06,0.98,0.81,0.91,0.88,0.9,1.01,1.0,0.81
plato.csv,0.95,1.02,0.81,0.88,0.77,0.0,0.76,0.52,0.98,0.85,0.84
rodin-b-sharp.csv,1.0,0.7,0.72,0.81,0.89,0.84,0.03,0.76,0.31,1.0,0.81
tycho.csv,0.75,0.7,0.64,0.73,0.69,0.91,0.78,0.79,0.95,0.0,0.72
umber.csv,0.05,0.7,0.88,0.59,0.87,0.73,0.58,0.53,0.26,0.83,0.86
unicase.csv,0.54,0.51,0.57,0.66,0.65,0.64,0.5,0.66,0.65,0.81,0.02
vienna-add-in.csv,0.33,1.02,0.98,0.98,0.05,0.76,0.83,0.69,0.94,1.01,0.65
wpdev.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.99
