,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.83,0.7,1.0,1.0,0.86,0.96,1.0,0.98,0.8
galaxium.csv,0.48,0.4,0.95,0.7,0.74,0.52,0.58,0.85,0.8
jython.csv,0.7,1.0,0.91,0.9,0.71,0.65,0.79,0.0,0.8
ninject.csv,0.29,0.2,0.14,0.1,0.77,0.5,0.18,0.3,1.0
ondex.csv,0.28,0.53,0.82,0.33,0.17,0.31,0.48,0.3,0.6
opentibia.csv,0.81,0.37,0.59,0.03,0.43,0.5,0.48,0.46,0.4
power-architect.csv,0.93,0.87,1.0,0.93,1.0,0.78,0.82,0.72,0.6
unbvision.csv,0.45,0.4,0.82,0.77,0.69,0.52,0.88,0.2,1.0
x-ray-mule.csv,0.17,0.87,0.05,0.57,0.23,0.2,0.36,0.26,0.2
