,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.29,0.3,0.63,0.07,0.54,0.42,0.54,0.42,0.14,0.43,0.24,0.24,0.45,0.73,0.97,0.29,0.39
apertium.csv,0.36,0.44,0.44,0.34,0.7,0.55,0.56,0.41,0.18,0.63,1.0,0.35,0.43,0.84,0.48,0.15,0.5
beast-mcmc.csv,1.0,0.54,0.57,0.16,0.73,0.65,0.63,0.48,0.27,0.61,0.29,0.18,0.48,0.69,0.61,0.27,0.69
cuberok.csv,0.39,0.52,0.63,0.26,0.8,0.54,0.59,0.95,0.25,0.44,0.48,0.31,0.26,0.83,0.38,0.38,0.47
icescrum.csv,0.62,0.5,0.6,0.32,0.92,0.67,0.7,0.47,0.22,0.72,0.35,0.8,0.58,0.87,0.59,0.5,1.0
ingex.csv,0.38,0.83,0.58,0.33,0.71,0.6,0.65,0.5,0.3,0.69,0.43,0.2,1.0,0.82,0.58,0.6,0.56
jbasic.csv,0.42,0.4,0.57,0.2,0.69,0.73,0.54,0.41,0.19,1.0,0.41,0.46,0.32,0.71,0.62,0.18,0.54
jgnash.csv,0.33,0.58,0.53,0.28,0.86,0.55,0.61,0.5,1.0,0.73,0.33,0.5,0.0,1.0,0.5,0.25,0.38
jrefactory.csv,0.34,0.4,1.0,0.15,0.65,0.53,0.51,0.4,0.14,0.46,0.29,0.29,0.46,0.8,0.53,0.27,0.41
jsecurity.csv,0.35,0.52,0.47,1.0,0.59,0.48,0.66,0.47,0.18,0.63,0.18,0.31,0.54,0.84,0.44,0.34,0.64
libopenmetaverse.csv,0.21,0.31,0.56,0.2,0.6,1.0,0.5,0.38,0.14,0.47,0.32,0.29,0.33,0.82,0.46,0.41,0.34
mobicents.csv,0.38,0.5,0.51,0.31,0.8,0.39,1.0,0.32,0.16,0.58,0.27,0.33,0.48,0.87,0.43,0.23,0.36
opendvr.csv,0.25,0.41,0.6,0.2,0.67,0.5,0.53,0.46,0.19,0.56,0.39,0.14,0.4,0.86,0.33,1.0,0.44
openefm.csv,0.3,1.0,0.5,0.25,0.76,0.55,0.66,0.57,0.14,0.69,0.09,0.25,0.74,0.77,0.32,0.17,0.5
power-architect.csv,0.28,0.38,0.61,0.26,0.69,0.53,0.53,0.44,0.16,0.48,0.34,0.33,0.34,1.0,0.39,0.35,0.4
sidekar.csv,0.33,0.36,0.61,0.29,1.0,0.59,0.57,0.5,0.22,0.37,0.42,0.47,0.5,0.86,0.59,0.33,0.41
yarp0.csv,0.33,0.3,0.5,0.2,0.67,0.44,0.62,0.25,0.26,0.55,0.45,1.0,0.51,0.74,0.41,0.16,0.6
