,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.47,0.64,0.63,0.13,0.34,0.28,0.49,0.45,0.44,0.54,0.48,0.25,0.45,0.56,0.9,0.5,0.37
apertium.csv,0.94,0.73,0.43,0.74,0.75,0.44,0.69,0.5,0.88,0.83,1.0,0.44,0.52,0.59,0.24,0.09,0.79
beast-mcmc.csv,0.95,0.45,0.24,0.51,0.17,0.31,0.32,0.45,0.4,0.22,0.96,0.12,0.55,0.2,0.41,0.14,0.47
cuberok.csv,0.61,0.48,0.9,0.51,0.69,0.69,0.57,0.86,0.68,0.56,0.4,0.5,0.24,0.56,0.24,0.59,0.89
icescrum.csv,0.62,0.39,0.35,0.31,0.38,0.17,0.46,0.36,0.44,0.73,0.32,0.25,0.62,0.48,0.24,0.05,1.0
ingex.csv,0.3,0.15,0.14,0.21,0.23,0.33,0.27,0.14,0.24,0.35,0.12,0.06,0.97,0.17,0.17,0.14,0.26
jbasic.csv,0.48,0.42,0.39,0.41,0.42,0.31,0.39,0.41,0.48,0.98,0.48,0.38,0.28,0.19,0.32,0.09,0.37
jgnash.csv,0.36,0.21,0.16,0.21,0.09,0.5,0.28,0.05,0.8,0.17,0.2,0.12,0.0,0.19,0.05,0.05,0.53
jrefactory.csv,0.65,0.55,0.96,0.62,0.72,0.67,0.49,0.77,0.56,0.46,0.64,0.44,0.59,0.67,0.73,0.45,0.58
jsecurity.csv,0.42,0.39,0.18,0.95,0.3,0.33,0.39,0.41,0.4,0.46,0.12,0.25,0.72,0.39,0.54,0.45,0.37
libopenmetaverse.csv,0.52,0.7,0.73,0.79,0.7,0.97,0.69,0.68,0.64,0.89,0.56,0.69,0.59,0.43,0.76,0.68,0.53
mobicents.csv,0.55,0.52,0.39,0.51,0.44,0.25,0.98,0.32,0.4,0.35,0.28,0.25,0.69,0.48,0.39,0.32,0.26
opendvr.csv,0.82,0.58,0.76,0.67,0.47,0.75,0.83,0.59,0.72,0.63,0.64,0.19,0.28,0.8,0.39,0.91,0.84
openefm.csv,0.39,0.94,0.24,0.18,0.3,0.33,0.39,0.18,0.32,0.52,0.04,0.19,0.59,0.31,0.15,0.05,0.53
power-architect.csv,0.7,0.61,0.82,0.85,0.78,0.89,0.85,0.95,0.88,0.71,0.8,1.0,0.76,1.0,0.78,0.95,1.0
sidekar.csv,0.8,0.42,0.84,0.67,1.0,0.53,0.74,0.59,0.8,0.35,0.76,0.56,0.52,0.59,0.49,0.36,0.74
yarp0.csv,0.68,0.48,0.43,0.64,0.59,0.33,0.54,0.09,0.4,0.71,0.72,0.94,0.66,0.54,0.32,0.23,0.63
