,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.03,0.56,0.02,0.94,0.43,0.8,0.75,0.46,0.04,0.56,0.12,0.98,0.31,0.22,0.17,0.85
fleet-simulator.csv,0.03,0.58,0.04,0.93,0.35,0.75,0.35,0.39,0.04,0.66,0.17,1.0,0.29,0.25,0.22,0.76
geogebra.csv,0.04,0.62,0.05,0.92,0.35,0.88,0.3,0.36,0.04,0.78,0.19,1.0,0.4,0.41,0.1,0.73
gtad.csv,0.13,0.71,0.05,1.0,0.53,0.76,0.56,0.56,0.0,0.69,0.21,1.0,0.41,0.53,0.22,0.83
hibernate.csv,0.05,0.62,0.0,1.0,0.42,0.7,0.4,0.58,0.06,0.24,0.18,1.0,0.46,0.39,0.19,0.76
ipfire-wall.csv,0.05,0.47,0.0,0.96,0.61,0.64,0.38,0.37,0.05,0.4,0.17,0.97,0.34,0.32,0.14,0.82
irplus.csv,0.06,0.47,0.33,0.94,0.56,0.67,0.42,0.54,0.13,0.43,0.18,1.0,0.48,0.44,0.17,0.78
mumble.csv,0.08,0.61,0.0,0.97,0.0,0.93,0.61,0.31,0.0,0.56,0.19,1.0,0.33,0.25,0.2,0.67
ondex.csv,0.03,0.0,0.0,1.0,0.39,0.64,0.39,0.33,0.01,0.22,0.3,1.0,0.33,0.44,0.33,0.95
powerfolder.csv,0.07,0.62,0.0,1.0,0.4,0.65,0.4,0.38,0.31,0.34,0.32,0.96,0.41,0.28,0.17,0.88
projectts.csv,0.05,0.64,0.02,0.95,0.4,0.82,0.38,0.33,0.04,0.67,0.17,0.97,0.39,0.33,0.09,0.71
quantlib.csv,0.03,1.0,0.0,0.92,0.0,0.68,0.0,0.27,0.0,0.23,0.17,0.7,0.29,0.22,0.42,1.0
smartgwt.csv,0.05,0.6,0.05,0.96,0.47,0.7,0.38,0.5,0.24,0.48,0.17,0.22,0.42,0.25,0.2,0.8
tweetsharp.csv,0.0,0.61,0.02,0.93,0.31,0.64,0.35,0.34,0.01,0.08,0.15,0.42,0.27,0.17,0.1,0.86
wxlua.csv,0.02,0.57,0.04,0.94,0.35,0.7,0.25,0.5,0.2,0.64,0.14,0.36,0.32,0.15,0.21,0.78
