,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.56,0.42,0.56,0.21,0.2,0.68,0.15,0.48,0.55,0.73,0.24,0.82,0.49,0.56,0.05,0.3
fleet-simulator.csv,0.36,0.37,0.9,0.41,0.44,0.65,0.66,0.56,0.31,0.52,0.05,0.97,0.55,0.52,0.58,0.52
geogebra.csv,0.6,0.63,0.91,0.17,0.59,0.11,0.5,0.49,0.43,0.57,0.47,0.4,0.46,0.63,0.1,0.49
gtad.csv,0.96,0.17,0.91,0.11,0.54,0.33,0.6,0.45,0.0,0.45,0.15,0.38,0.41,0.31,0.1,0.49
hibernate.csv,0.84,0.17,0.0,0.26,0.61,0.48,0.69,0.59,0.74,0.21,0.54,0.36,0.57,0.56,0.49,0.52
ipfire-wall.csv,0.84,0.27,0.0,0.36,0.78,0.21,0.58,0.55,0.62,0.7,0.34,0.73,0.55,0.55,0.2,0.47
irplus.csv,0.85,0.27,0.99,0.4,0.79,0.41,0.74,0.62,0.93,0.69,0.4,0.44,0.42,0.64,0.25,0.63
mumble.csv,0.54,0.57,0.0,0.37,0.0,0.37,0.86,0.47,0.0,0.53,0.58,0.98,0.53,0.52,0.47,0.36
ondex.csv,0.5,0.0,0.0,0.1,0.62,0.47,0.61,0.39,0.21,0.12,0.55,0.28,0.36,0.41,0.15,0.53
powerfolder.csv,0.54,0.31,0.0,0.22,0.63,0.48,0.71,0.4,0.98,0.38,0.31,0.48,0.48,0.42,0.43,0.56
projectts.csv,0.83,0.63,0.36,0.26,0.57,0.44,0.74,0.5,0.43,0.66,0.56,0.63,0.46,0.64,0.14,0.5
quantlib.csv,0.51,0.04,0.0,0.39,0.0,0.38,0.0,0.31,0.0,0.09,0.0,0.0,0.0,0.0,0.75,0.02
smartgwt.csv,0.78,0.44,0.91,0.58,0.75,0.54,0.71,0.28,0.97,0.76,0.42,0.05,0.33,0.43,0.5,0.64
tweetsharp.csv,0.0,0.6,0.13,0.47,0.52,0.3,0.64,0.48,0.21,0.22,0.5,0.09,0.52,0.42,0.24,0.74
wxlua.csv,0.33,0.52,0.88,0.72,0.56,0.52,0.5,0.15,0.96,0.83,0.31,0.08,0.21,0.33,0.58,0.61
