,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.29,0.33,0.61,0.45,0.36,0.25,0.32,0.43,0.3,0.58,0.07,0.59,0.72
freewrl.csv,0.58,0.78,0.84,0.71,0.77,0.29,0.64,0.59,0.6,0.8,0.2,0.59,0.9
fulguro.csv,0.54,0.29,0.0,0.48,0.29,0.58,0.0,0.34,0.84,0.48,1.0,0.3,0.0
google-web-toolkit.csv,0.29,0.13,0.18,0.6,0.23,0.21,0.41,0.39,0.49,0.6,0.95,0.22,0.46
jcache.csv,0.62,0.91,0.68,0.4,0.94,0.92,0.67,0.84,0.53,0.2,0.17,1.0,0.65
jstock.csv,0.38,0.13,0.15,0.07,0.48,0.54,0.4,0.41,0.16,0.13,0.1,0.68,0.22
mimosa.csv,0.79,1.0,0.87,0.24,0.91,0.79,0.8,0.91,0.74,0.51,0.27,0.91,0.72
miranda.csv,0.17,0.13,0.01,0.0,0.01,0.0,0.03,0.39,0.02,0.19,0.12,0.58,0.44
ns-3-dev-def-routing.csv,0.21,0.91,0.86,0.83,0.54,0.29,0.46,0.35,0.16,0.65,0.1,0.89,0.76
ossbuild.csv,0.21,0.62,0.23,0.12,0.56,0.58,0.5,0.36,0.07,0.1,0.07,0.92,0.42
qtractor.csv,0.25,0.64,0.95,0.64,0.73,0.17,0.52,0.46,0.07,0.42,0.22,0.78,0.65
quarkplayer.csv,0.25,0.22,0.38,0.45,0.28,0.04,0.2,0.2,0.14,0.26,0.76,0.1,0.13
synergyspace.csv,0.29,0.71,0.5,0.12,0.42,0.21,0.54,0.41,0.42,0.34,0.73,0.14,0.1
