,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.48,0.54,0.41,0.68,0.54,0.9,0.68,0.46,0.65,0.62,0.8,0.49,0.36
freewrl.csv,0.38,0.43,0.4,0.42,0.41,0.37,0.41,0.42,0.34,0.44,0.42,0.59,0.35
fulguro.csv,0.72,0.96,0.0,0.49,0.92,0.37,0.0,0.94,0.35,0.52,0.51,0.68,0.0
google-web-toolkit.csv,0.48,0.94,0.84,0.45,0.71,0.47,0.46,0.45,0.43,0.45,0.52,0.81,0.38
jcache.csv,0.39,0.45,0.49,0.4,0.4,0.33,0.39,0.43,0.37,0.65,0.4,0.42,0.38
jstock.csv,0.4,0.81,0.91,0.86,0.45,0.31,0.51,0.4,0.61,0.94,0.59,0.47,0.48
mimosa.csv,0.45,0.45,0.45,0.56,0.43,0.38,0.43,0.42,0.36,0.5,0.45,0.45,0.44
miranda.csv,0.55,0.72,0.67,0.5,0.5,0.0,0.95,0.69,0.0,0.79,0.55,0.46,0.38
ns-3-dev-def-routing.csv,0.63,0.5,0.45,0.42,0.59,0.82,0.59,0.57,0.9,0.61,0.6,0.46,0.38
ossbuild.csv,0.56,0.62,0.99,0.74,0.58,0.39,0.57,0.63,0.86,0.93,0.65,0.44,0.51
qtractor.csv,0.54,0.54,0.41,0.38,0.42,0.83,0.45,0.44,0.89,0.44,0.38,0.44,0.37
quarkplayer.csv,0.86,0.95,0.78,0.76,0.94,0.0,0.99,0.93,0.83,0.97,0.82,0.91,0.97
synergyspace.csv,0.93,0.65,0.71,0.75,0.73,0.86,0.48,0.82,0.5,0.67,0.76,0.92,0.97
