,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.58,0.43,0.79,1.03,0.89,0.89,0.8,0.7,0.76,0.85,0.94,0.75,0.77
freewrl.csv,0.59,0.79,0.89,0.89,0.79,0.39,0.67,0.64,0.68,0.87,0.38,0.7,0.91
fulguro.csv,0.79,0.97,1.0,0.49,0.78,0.62,1.0,0.76,0.84,0.52,1.0,0.47,1.0
google-web-toolkit.csv,0.52,0.91,0.89,0.65,0.59,0.59,0.51,0.64,0.67,0.73,0.95,0.67,0.63
jcache.csv,0.63,0.91,0.77,0.53,0.94,0.93,0.72,0.85,0.54,0.79,0.17,1.02,0.68
jstock.csv,0.57,0.85,0.98,0.71,0.55,0.62,0.66,0.58,0.22,0.86,0.34,0.82,0.62
mimosa.csv,0.8,1.0,0.87,0.3,0.92,0.82,0.85,0.91,0.74,0.52,0.44,0.95,0.79
miranda.csv,0.46,0.73,0.97,0.95,1.0,1.0,0.93,0.67,1.0,0.83,0.57,0.74,0.51
ns-3-dev-def-routing.csv,0.54,0.92,0.87,0.86,0.57,0.9,0.67,0.54,0.79,0.72,0.54,0.93,0.77
ossbuild.csv,0.35,0.78,0.32,0.54,0.63,0.65,0.72,0.57,0.7,0.85,0.59,0.96,0.57
qtractor.csv,0.38,0.73,0.95,0.65,0.76,0.94,0.7,0.5,0.54,0.75,0.39,0.81,0.67
quarkplayer.csv,1.0,0.92,0.79,0.69,0.34,1.0,0.82,0.79,1.01,0.67,0.98,0.73,0.91
synergyspace.csv,0.77,0.87,0.68,0.51,0.56,0.95,0.71,0.75,0.68,0.49,0.98,0.83,0.9
