,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.6,0.82,0.27,0.66,0.48,0.71,0.62,0.43,0.33,0.87,0.71,0.75,0.45,0.5,0.9
calcubetimer.csv,0.3,0.43,0.26,0.41,0.35,0.5,0.31,0.43,0.29,0.4,0.32,0.3,0.4,0.33,0.42
chaosrts.csv,0.3,0.4,0.26,0.37,0.34,0.5,0.33,0.44,0.29,0.41,0.34,0.3,0.4,0.27,0.43
emono.csv,0.38,0.55,0.25,0.5,0.43,0.51,0.42,0.56,0.39,0.54,0.48,0.78,0.48,0.5,0.51
freelords.csv,0.34,0.46,0.27,0.44,0.37,0.56,0.39,0.47,0.32,0.39,0.41,0.32,0.52,0.4,0.5
jmonkeyengine.csv,0.71,0.89,0.94,0.96,0.81,0.9,0.5,0.89,0.8,0.55,0.9,0.5,0.94,0.59,0.76
jython.csv,0.41,0.4,0.95,0.47,0.48,0.88,0.35,0.48,0.31,0.4,0.39,0.33,0.56,0.41,0.52
mclient-mume.csv,0.86,0.5,0.8,0.95,0.8,0.68,0.36,0.86,0.86,0.41,0.89,0.54,0.95,0.81,0.5
papertoolkit.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.8,0.67,0.5,0.5,0.0,0.5
primefaces.csv,0.59,0.49,0.33,0.5,0.43,0.5,0.37,0.67,0.89,0.37,0.53,0.42,0.68,0.34,0.45
st-filteredstatistics.csv,0.39,0.46,0.24,0.58,0.43,0.31,0.33,0.36,0.33,0.36,0.39,0.54,0.37,0.29,0.48
toped.csv,0.34,0.43,0.97,0.94,0.52,0.5,0.33,0.5,0.42,0.41,0.8,0.8,0.39,0.39,0.45
triplea.csv,0.41,0.52,0.25,0.55,0.43,0.34,0.4,0.39,0.35,0.61,0.48,0.9,0.38,0.32,0.53
web-cat.csv,0.62,0.68,0.97,0.82,0.64,0.97,0.4,0.77,0.83,0.62,0.57,0.92,0.96,0.58,0.81
