,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.68,0.76,1.0,0.76,0.69,0.08,0.73,0.5,0.45,0.8,1.03,0.93,0.75,0.76,0.84
calcubetimer.csv,0.88,0.5,1.0,0.6,0.79,1.0,0.58,0.0,0.78,1.0,0.88,0.79,0.81,0.9,0.89
chaosrts.csv,0.78,0.93,1.0,0.54,0.75,1.0,0.9,0.8,0.79,0.06,0.69,0.63,0.05,0.82,0.93
emono.csv,0.82,0.99,0.97,0.69,0.85,0.95,0.64,0.82,1.06,1.07,1.14,0.88,0.89,0.75,0.05
freelords.csv,0.94,0.8,1.02,0.01,0.85,0.85,0.74,0.39,0.88,0.28,0.57,0.63,0.59,0.83,0.92
jmonkeyengine.csv,0.67,0.81,0.36,0.89,0.11,0.84,0.54,0.84,0.94,1.16,0.68,1.0,0.83,0.59,0.74
jython.csv,0.61,1.0,0.0,0.79,0.72,0.84,0.59,0.76,1.01,1.0,0.93,1.0,0.87,0.85,0.67
mclient-mume.csv,0.85,0.0,0.82,0.8,0.83,0.82,0.53,0.88,0.85,1.13,0.68,0.83,0.86,0.82,0.67
papertoolkit.csv,0.97,0.93,0.95,1.0,0.94,1.0,0.85,1.0,1.0,0.97,0.0,0.98,0.99,1.0,0.99
primefaces.csv,0.73,0.91,0.93,0.67,0.72,1.0,0.91,1.01,0.88,1.01,0.58,0.0,0.6,0.68,0.94
st-filteredstatistics.csv,0.7,0.5,0.95,0.73,0.57,0.56,0.83,0.5,0.08,0.47,0.61,0.59,0.59,0.78,0.78
toped.csv,0.81,0.5,0.35,0.86,0.81,0.96,0.0,0.58,0.71,0.21,0.67,0.84,1.0,0.62,0.89
triplea.csv,0.0,0.48,0.98,0.66,0.6,0.58,0.53,0.56,0.46,0.65,0.8,0.86,0.79,0.66,0.58
web-cat.csv,0.55,0.75,0.56,0.9,0.59,0.8,0.64,0.76,0.91,1.13,0.76,0.89,0.84,0.06,0.83
