,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.73,0.53,0.1,0.76,0.3,1.0,0.86,1.0,0.87,1.0,0.0,0.75,0.88,0.35,0.59
calcubetimer.csv,0.59,0.67,0.12,0.8,0.29,0.32,0.9,1.0,0.78,0.99,0.05,0.62,0.89,0.39,0.66
chaosrts.csv,0.63,0.55,0.12,0.82,0.3,0.32,0.84,0.93,0.76,1.0,0.05,0.66,0.99,0.39,0.65
emono.csv,0.56,0.39,0.11,0.75,0.25,0.32,0.88,0.93,0.66,0.99,0.0,0.44,0.86,0.36,0.98
freelords.csv,0.53,0.54,0.09,1.0,0.24,0.31,0.85,0.98,0.73,1.0,0.08,0.66,0.91,0.34,0.63
jmonkeyengine.csv,0.79,0.67,0.78,0.6,1.0,0.6,0.93,1.0,0.6,0.99,0.1,0.0,0.85,0.53,0.84
jython.csv,0.68,0.51,1.0,0.74,0.29,0.29,0.89,0.94,0.73,0.99,0.04,0.59,0.83,0.36,0.71
mclient-mume.csv,0.71,1.0,0.8,0.84,0.6,0.26,0.91,1.0,0.86,0.99,0.11,0.5,0.95,0.31,0.7
papertoolkit.csv,1.0,1.0,1.0,0.0,1.0,0.0,0.89,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5
primefaces.csv,0.59,0.47,0.08,0.76,0.27,0.0,0.84,0.86,0.67,0.99,0.08,1.0,0.93,0.43,0.64
st-filteredstatistics.csv,0.61,0.69,0.12,0.73,0.34,0.4,0.84,0.97,0.98,1.0,0.06,0.75,0.91,0.43,0.64
toped.csv,0.64,0.66,0.41,0.75,0.23,0.32,1.0,0.95,0.76,1.0,0.2,0.53,0.88,0.45,0.65
triplea.csv,1.0,0.72,0.11,0.8,0.32,0.39,0.9,0.95,0.85,1.0,0.04,0.6,0.88,0.42,0.73
web-cat.csv,0.76,0.53,0.34,0.61,0.33,0.3,0.88,0.92,0.67,0.99,0.04,0.46,0.92,0.95,0.62
