,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,4.0,23.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,168.0,1.0,0.0
bdbbasic.csv,9.0,36.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
echongl.csv,4.0,21.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0
etherboot.csv,0.0,2.0,411.0,0.0,0.0,0.0,99.0,0.0,1.0,136.0,2.0,1.0,0.0
freebios.csv,0.0,12.0,73.0,2.0,0.0,3.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0
gebr.csv,0.0,45.0,9.0,1.0,0.0,4.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0
gnukeda.csv,0.0,11.0,0.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0
google-gears.csv,2.0,40.0,1.0,1.0,0.0,3.0,1.0,0.0,7.0,0.0,3.0,8.0,1.0
jnode.csv,3.0,4.0,0.0,3.0,82.0,116.0,0.0,0.0,4.0,0.0,168.0,0.0,1.0
openmeetings.csv,4.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0
pgui.csv,4.0,36.0,411.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0
tradelink.csv,2.0,43.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
wxcrp.csv,3.0,44.0,1.0,2.0,0.0,8.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0
