,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.42,0.36,0.44,0.33,0.41,0.59,0.02,0.04,0.11,0.49,0.0,0.05,0.38
bdbbasic.csv,0.65,0.32,0.38,0.46,0.45,0.86,0.02,0.05,0.68,0.91,0.15,0.32,0.5
echongl.csv,0.52,0.23,0.94,0.54,0.73,0.62,0.22,0.31,0.79,0.83,0.57,0.53,0.48
etherboot.csv,0.03,0.64,0.0,0.08,0.55,0.19,0.0,0.69,0.58,0.0,0.87,1.0,0.04
freebios.csv,0.48,0.14,0.25,0.56,0.45,0.19,0.8,0.38,0.47,0.47,0.47,0.58,0.49
gebr.csv,1.0,1.0,0.62,0.87,0.91,1.0,1.0,0.67,0.95,0.95,0.96,0.89,0.93
gnukeda.csv,0.94,0.55,0.31,0.69,0.68,0.65,0.29,0.42,0.16,0.3,0.28,0.26,0.91
google-gears.csv,0.77,0.91,0.88,0.44,0.82,0.95,0.73,0.72,1.0,0.97,0.98,0.74,0.68
jnode.csv,0.1,0.32,0.81,0.36,0.0,0.0,0.06,0.42,0.16,0.09,0.0,0.05,0.15
openmeetings.csv,0.48,0.95,0.62,0.1,0.64,0.51,0.02,0.36,0.32,0.53,0.66,0.11,0.21
pgui.csv,0.42,0.95,0.0,0.44,0.55,0.7,0.08,0.72,0.74,0.13,0.66,0.63,0.58
tradelink.csv,0.1,0.73,0.88,0.51,0.36,0.68,0.61,0.69,0.68,0.7,0.77,0.58,0.21
wxcrp.csv,0.58,0.59,1.0,0.49,0.95,0.7,0.59,0.56,0.79,0.91,0.98,0.79,0.68
