,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.6,0.97,0.62,0.78,0.59,0.49,0.0,0.75,0.86,0.43,0.0,0.83,0.65
bdbbasic.csv,0.43,0.83,0.61,0.38,0.47,0.35,0.5,0.8,0.48,0.29,0.89,0.87,0.42
echongl.csv,0.48,0.96,0.43,0.43,0.43,0.48,0.71,0.6,0.39,0.38,0.46,0.7,0.53
etherboot.csv,0.5,0.88,0.0,0.75,0.59,0.89,0.0,0.51,0.68,0.0,0.5,0.32,0.88
freebios.csv,0.57,0.95,0.78,0.68,0.72,0.96,0.63,0.89,0.66,0.61,0.76,0.43,0.72
gebr.csv,0.4,0.38,0.4,0.42,0.42,0.49,0.39,0.44,0.4,0.3,0.41,0.34,0.44
gnukeda.csv,0.47,0.63,0.62,0.57,0.47,0.47,0.66,0.6,0.88,0.55,0.92,0.69,0.47
google-gears.csv,0.44,0.47,0.5,0.45,0.43,0.49,0.38,0.44,0.41,0.3,0.4,0.46,0.48
jnode.csv,0.86,0.71,0.8,0.59,0.83,0.75,0.75,0.8,0.86,0.92,0.0,0.67,0.96
openmeetings.csv,0.6,0.53,0.52,0.8,0.43,0.39,0.0,0.54,0.77,0.42,0.46,0.93,0.74
pgui.csv,0.64,0.41,0.0,0.65,0.5,0.41,0.91,0.55,0.52,0.82,0.61,0.37,0.57
tradelink.csv,0.92,0.48,0.46,0.7,0.62,0.64,0.53,0.49,0.53,0.4,0.47,0.68,0.88
wxcrp.csv,0.46,0.49,0.42,0.5,0.42,0.36,0.41,0.45,0.42,0.32,0.41,0.59,0.46
