,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.7,0.67,0.74,0.68,0.72,0.48,0.98,0.96,0.9,0.79,1.0,0.95,0.64
bdbbasic.csv,0.58,0.76,0.83,0.64,0.67,0.54,0.98,0.95,0.36,0.95,0.85,0.69,0.55
echongl.csv,0.6,0.79,0.9,0.64,0.79,0.61,0.8,0.69,0.48,0.23,0.63,0.56,0.64
etherboot.csv,0.97,0.37,1.0,0.92,0.56,0.81,1.0,0.63,0.45,1.0,0.69,1.0,0.96
freebios.csv,0.9,0.87,0.83,0.74,0.72,0.84,0.31,0.94,0.79,0.56,0.64,0.82,0.91
gebr.csv,0.89,1.0,0.87,0.95,0.81,0.96,1.0,0.36,1.0,1.0,0.76,0.95,0.84
gnukeda.csv,0.78,0.57,0.84,0.4,0.73,0.45,0.82,0.6,0.85,1.01,0.75,0.8,0.84
google-gears.csv,0.47,0.77,0.74,0.59,0.76,0.91,0.98,0.55,0.86,0.95,0.98,0.62,0.48
jnode.csv,0.9,0.73,0.28,0.76,1.0,1.0,0.94,0.86,0.85,0.92,1.0,0.95,0.87
openmeetings.csv,0.53,0.2,0.48,0.9,0.59,0.54,0.98,0.64,0.7,0.81,0.49,0.91,0.8
pgui.csv,0.79,0.81,1.0,0.59,0.74,0.77,0.93,0.55,0.63,1.02,0.43,0.8,0.53
tradelink.csv,0.91,0.85,0.76,0.58,0.82,0.76,0.66,0.59,0.47,0.46,0.78,0.55,0.81
wxcrp.csv,0.49,0.9,0.92,0.83,0.92,0.71,0.88,0.5,0.65,0.53,0.91,0.51,0.75
