,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.54,0.7,0.42,0.0,0.75,0.94,0.06,0.92,0.0,0.19,0.39,0.46,0.82
bibletime.csv,0.85,0.66,0.73,0.67,0.85,0.64,0.53,0.5,0.69,0.78,0.78,0.42,0.7
boost.csv,0.77,0.54,0.71,0.71,0.35,0.51,0.64,0.71,0.51,0.83,0.78,0.58,0.7
codepurge.csv,0.46,0.61,0.38,0.79,0.5,0.57,0.34,0.26,0.54,0.56,0.36,0.75,0.36
etics.csv,0.77,0.3,0.44,0.55,0.15,0.34,0.38,0.3,0.45,0.67,0.17,0.25,0.58
gusanos.csv,0.54,0.24,0.17,0.88,0.15,0.79,0.65,0.77,0.79,0.14,0.67,0.83,0.52
kvs.csv,0.54,0.32,0.11,0.24,0.7,0.38,0.07,0.37,0.33,0.44,0.72,0.04,0.17
mcore3d.csv,0.23,0.39,0.69,0.52,0.8,0.57,0.77,0.23,0.51,0.72,0.67,0.46,0.47
modellus.csv,0.46,0.35,0.55,0.83,0.1,0.55,0.77,0.61,0.66,0.31,0.47,0.75,0.71
monetdb.csv,0.08,0.3,0.49,0.14,0.1,0.62,0.3,0.22,0.21,0.33,0.25,0.46,0.03
projecteqemu.csv,0.69,0.35,0.46,0.9,0.1,0.55,0.38,0.43,0.4,0.81,0.78,0.38,0.64
pydev.csv,0.69,0.41,0.26,0.36,0.8,0.53,0.2,0.27,0.33,0.56,0.67,0.38,0.58
xbplayer.csv,0.38,0.57,0.41,0.67,0.25,0.6,0.47,0.83,0.45,0.61,0.75,0.62,0.48
