,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.26,0.35,0.37,0.0,0.79,0.77,0.0,0.87,0.0,0.0,0.23,0.43,0.5
bibletime.csv,0.88,0.5,0.58,0.32,0.63,0.54,0.29,0.35,0.48,0.53,0.59,0.33,0.43
boost.csv,0.45,0.33,0.54,0.3,0.43,0.29,0.31,0.34,0.17,0.58,0.52,0.37,0.43
codepurge.csv,0.14,0.52,0.26,0.49,0.39,0.53,0.16,0.15,0.31,0.42,0.19,0.23,0.43
etics.csv,0.21,0.07,0.23,0.29,0.04,0.12,0.03,0.13,0.14,0.22,0.1,0.09,0.07
gusanos.csv,0.29,0.18,0.16,0.81,0.03,0.6,0.42,0.89,0.28,0.09,0.36,0.73,0.36
kvs.csv,0.29,0.2,0.05,0.34,0.2,0.17,0.1,0.25,0.38,0.31,0.64,0.01,0.29
mcore3d.csv,0.05,0.23,0.42,0.38,0.79,0.37,0.87,0.1,0.21,0.56,0.36,0.26,0.21
modellus.csv,0.12,0.2,0.35,0.54,0.07,0.23,0.2,0.44,0.41,0.24,0.38,0.7,0.36
monetdb.csv,0.0,0.1,0.32,0.04,0.17,0.22,0.12,0.21,0.03,0.27,0.43,0.34,0.07
projecteqemu.csv,0.36,0.2,0.28,0.81,0.03,0.33,0.14,0.24,0.1,0.31,0.87,0.29,0.36
pydev.csv,0.29,0.22,0.09,0.19,0.64,0.25,0.12,0.13,0.17,0.47,0.29,0.17,0.29
xbplayer.csv,0.12,0.37,0.21,0.31,0.17,0.17,0.2,0.54,0.1,0.58,0.61,0.47,0.29
