,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,1.0,1.0
jahshaka.csv,0.56,0.32,0.77,0.72,0.73,0.64,0.81
jatlas.csv,0.78,0.65,0.85,0.56,0.15,0.96,0.87
jedit.csv,0.38,0.55,0.56,1.0,0.92,0.65,0.66
open-media-library.csv,0.71,0.56,0.43,1.05,0.39,0.66,0.6
panda3d.csv,0.49,0.72,0.62,0.28,0.38,0.65,0.58
wheat.csv,0.85,0.67,0.91,0.59,0.67,0.41,0.72
