,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,4.0,4.0,1.0,49.0,19.0,1.0,0.0,2.0,6.0,0.0,63.0,3.0,0.0
bscwweasel.csv,1.0,3.0,9.0,5.0,6.0,2.0,2.0,116.0,0.0,1.0,3.0,3.0,0.0
capcode.csv,1.0,12.0,2.0,38.0,8.0,1.0,0.0,5.0,9.0,74.0,43.0,4.0,2.0
emite.csv,0.0,19.0,5.0,17.0,7.0,2.0,5.0,2.0,3.0,0.0,22.0,3.0,1.0
extprosys.csv,1.0,6.0,2.0,40.0,6.0,0.0,0.0,0.0,5.0,12.0,71.0,1.0,1.0
lamp.csv,1.0,13.0,0.0,42.0,13.0,2.0,14.0,5.0,4.0,13.0,39.0,0.0,3.0
retromenu.csv,0.0,12.0,4.0,13.0,2.0,0.0,7.0,5.0,7.0,7.0,0.0,1.0,2.0
smbopensoft.csv,0.0,10.0,1.0,43.0,13.0,2.0,0.0,0.0,5.0,74.0,69.0,1.0,2.0
snakeyaml.csv,0.0,16.0,5.0,13.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0
stuproa-cims.csv,199.0,0.0,14.0,1.0,16.0,186.0,0.0,1.0,1.0,74.0,10.0,2.0,50.0
ta3d.csv,199.0,5.0,7.0,9.0,16.0,186.0,2.0,116.0,1.0,6.0,1.0,3.0,0.0
thout.csv,1.0,13.0,1.0,5.0,13.0,2.0,0.0,5.0,6.0,14.0,55.0,3.0,3.0
vrjuggler.csv,5.0,18.0,190.0,26.0,3.0,10.0,25.0,116.0,0.0,4.0,7.0,2.0,0.0
