,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.24,0.29,0.24,0.11,0.24,0.29,0.1,0.58,0.33,0.14,0.04,0.39,0.94
bscwweasel.csv,0.67,0.18,0.33,0.33,0.43,0.38,0.23,0.0,0.32,0.17,0.33,0.36,0.75
capcode.csv,0.67,0.11,0.24,0.13,0.42,0.19,0.34,0.24,0.42,0.0,0.14,0.38,0.73
emite.csv,0.56,0.09,0.34,0.12,0.47,0.4,0.05,0.6,0.35,0.25,0.2,0.62,0.56
extprosys.csv,0.49,0.1,0.25,0.14,0.39,0.47,0.16,1.0,0.26,0.23,0.14,0.5,0.7
lamp.csv,0.49,0.21,0.22,0.11,0.3,0.31,0.15,0.32,0.34,0.22,0.16,0.38,0.69
retromenu.csv,0.71,0.11,0.55,0.24,0.6,0.4,0.06,0.36,0.26,0.15,0.5,0.69,0.69
smbopensoft.csv,0.81,0.09,0.21,0.1,0.19,0.27,0.14,0.29,0.21,0.0,0.12,0.44,0.66
snakeyaml.csv,0.81,0.12,0.36,0.15,0.44,0.41,0.1,0.46,0.26,0.22,0.37,0.5,0.72
stuproa-cims.csv,0.0,0.67,0.35,0.23,0.4,0.0,0.33,0.38,0.51,0.0,0.33,0.5,0.0
ta3d.csv,0.0,0.22,0.25,0.27,0.41,0.0,0.16,0.0,0.5,0.21,0.17,0.45,0.75
thout.csv,0.52,0.09,0.48,0.16,0.25,0.28,0.15,0.32,0.25,0.22,0.15,0.42,0.68
vrjuggler.csv,0.6,0.05,0.0,0.09,0.3,0.08,0.03,0.0,0.24,0.37,0.25,0.35,1.0
